F1_CL,F2_CL,F3_CL,F1_CD,F2_CD,F3_CD
0,0,0,0,84,0
0,0,0,0,46,0
0,0,0,0,80,0
0,0,0,7,66,0
0,0,0,49,55,0
0,0,0,36,70,0
0,0,0,81,88,0
0,0,0,72,88,0
0,0,0,71,80,0
0,0,0,69,81,0
0,0,0,44,86,0
0,0,0,74,84,0
0,0,2,75,89,0
0,0,0,50,78,0
0,0,0,0,85,0
0,0,11,14,81,0
0,0,25,59,84,0
0,0,24,13,96,0
0,0,0,23,83,0
0,0,0,85,92,0
0,0,0,77,83,0
0,0,0,83,67,0
0,0,0,71,81,0
0,0,0,83,79,0
0,0,0,69,86,0
0,0,0,72,75,0
0,0,0,89,86,0
0,0,0,81,95,0
0,0,47,86,76,0
0,0,45,78,88,0
0,0,56,45,88,0
0,0,0,68,88,0
0,0,0,43,72,0
0,0,0,0,72,0
0,0,0,18,83,0
0,0,0,4,88,0
0,0,0,0,85,0
0,0,0,0,84,0
0,0,0,54,91,0
0,0,0,81,81,0
0,0,0,56,78,0
0,0,0,88,48,0
0,0,0,86,56,0
0,0,0,83,60,0
0,0,0,75,54,0
0,0,0,81,40,0
0,0,0,90,53,0
0,0,0,76,74,0
0,0,0,0,53,0
0,0,0,0,68,0
0,0,0,0,81,0
0,0,0,0,42,0
0,0,0,0,63,0
0,0,0,0,83,0
0,0,0,0,68,0
0,0,0,0,85,0
0,0,0,0,57,0
0,0,0,0,14,0
0,0,0,0,0,0
0,0,0,0,52,0
0,0,12,22,62,0
0,0,21,47,48,0
0,0,22,18,37,0
0,0,0,0,65,0
0,0,0,37,78,0
0,0,0,70,75,0
0,0,0,30,87,0
0,0,0,65,52,0
0,0,0,31,81,0
0,0,0,63,91,0
0,0,0,89,91,0
0,0,0,83,79,0
0,0,1,78,81,0
0,0,26,83,85,0
0,0,0,65,84,0
0,0,0,49,89,0
0,0,0,56,89,0
0,0,0,75,93,0
0,0,0,82,91,0
0,0,0,82,91,0
0,0,0,74,93,0
0,0,4,60,50,9
0,0,3,79,79,70
0,0,24,85,79,25
0,0,18,75,36,20
0,0,14,72,57,13
0,0,0,88,67,34
0,0,0,81,83,25
0,0,0,90,91,46
0,0,0,52,89,17
0,0,0,40,79,0
0,0,3,40,67,0
0,0,6,84,78,0
0,0,25,79,83,0
0,0,48,84,89,0
0,0,17,90,78,0
0,0,37,83,89,0
0,0,47,88,79,0
0,0,25,74,60,0
0,0,9,34,70,0
0,0,28,45,66,0
0,0,59,35,91,0
0,0,38,8,86,0
0,0,0,44,73,0
0,0,0,32,73,0
0,0,0,30,62,0
0,0,0,56,90,0
0,0,0,24,89,0
0,0,0,56,82,0
0,0,0,14,69,0
0,0,0,0,78,0
0,0,0,7,92,0
0,0,0,53,89,0
0,0,0,51,86,0
0,0,0,51,92,41
0,0,0,78,83,73
0,0,0,92,73,77
0,0,0,89,84,69
0,0,0,89,23,73
0,0,0,86,59,74
0,0,0,75,69,51
0,0,0,23,83,57
0,0,0,0,82,63
0,0,0,0,74,34
0,0,0,0,0,60
0,0,0,5,28,16
0,0,0,41,74,0
0,0,0,39,72,0
0,0,0,35,75,57
0,0,0,20,30,70
0,0,0,0,68,85
0,0,0,0,77,54
0,0,0,0,87,37
0,0,0,0,92,31
0,0,0,0,87,49
0,0,0,0,86,20
17,0,0,0,76,68
28,0,0,0,84,71
14,0,0,38,75,18
28,0,0,77,89,36
0,0,12,85,87,0
0,0,18,78,97,0
0,0,26,81,77,0
0,0,0,85,84,18
0,0,0,55,89,61
0,0,0,78,90,44
0,0,0,80,88,29
0,0,0,45,89,0
0,0,0,0,82,0
0,0,0,0,75,0
0,0,0,0,84,0
0,0,0,0,81,0
0,0,0,0,69,0
0,0,0,0,86,0
0,0,0,0,79,0
0,0,0,8,71,0
0,0,0,0,81,0
0,0,0,0,83,0
0,0,0,0,87,0
0,0,0,0,90,0
0,0,0,0,90,0
0,0,0,31,87,0
0,0,0,64,88,0
0,0,2,85,84,0
0,0,27,83,77,0
0,0,0,81,89,0
0,0,0,84,79,0
0,0,0,78,80,0
0,0,0,57,84,0
0,0,0,49,76,0
0,0,0,0,70,0
0,0,0,0,24,0
0,0,0,7,83,0
0,0,0,60,77,0
0,0,0,65,82,0
0,0,0,56,92,0
0,0,0,36,85,0
0,0,0,52,90,0
0,0,0,22,87,0
0,0,0,51,86,0
0,0,0,71,77,0
0,0,0,65,70,0
0,0,0,63,79,0
0,0,0,64,79,0
0,0,0,28,85,0
0,0,0,9,76,0
0,0,0,5,85,0
0,0,0,6,83,0
0,0,0,0,92,0
0,0,0,0,68,0
0,0,0,0,65,0
0,0,0,9,79,0
0,0,0,8,0,0
0,0,0,13,1,0
0,0,0,0,52,0
0,0,0,32,54,0
0,0,0,59,87,0
0,0,0,75,92,0
0,0,0,91,86,0
0,0,0,78,79,0
0,0,0,65,83,0
0,0,0,18,91,0
0,0,0,0,68,0
0,0,0,0,81,0
0,0,0,0,78,0
0,0,0,26,83,0
0,0,0,0,80,0
0,0,0,60,82,0
0,0,0,23,83,0
0,0,0,39,93,10
0,0,0,43,88,1
0,0,0,48,90,0
0,0,11,32,84,0
0,0,0,60,89,0
0,0,4,47,77,10
0,0,13,77,80,30
0,0,0,23,84,17
0,0,0,21,84,0
0,0,0,77,90,0
0,0,0,45,77,0
0,0,0,43,90,0
0,0,0,35,84,0
0,0,0,50,90,0
0,0,0,7,92,0
0,0,0,24,92,0
0,0,0,15,76,0
0,0,16,32,89,0
0,0,0,33,81,0
0,0,0,22,80,0
0,0,0,39,97,0
0,0,29,56,90,0
0,0,2,74,84,0
0,0,43,61,71,0
0,0,50,37,71,0
0,0,30,66,84,0
0,0,40,66,80,0
0,0,41,75,92,0
0,0,73,29,84,0
0,0,29,17,93,0
0,0,0,50,92,0
0,0,0,41,91,0
0,0,8,52,91,0
0,0,0,49,85,0
0,0,0,56,85,0
0,0,0,12,82,0
0,0,0,0,87,0
0,0,0,9,87,0
0,0,0,30,87,0
0,0,0,9,75,0
0,0,0,45,90,0
0,0,0,37,94,0
0,0,0,19,80,0
0,0,0,4,87,0
0,0,0,0,84,0
0,0,0,0,90,0
0,0,0,0,80,0
0,0,0,0,86,0
0,0,0,16,86,0
0,0,0,3,70,0
0,0,0,0,76,0
0,0,0,66,96,0
0,0,0,39,85,0
0,0,0,23,85,0
0,0,0,27,88,0
0,0,0,7,83,0
0,0,0,0,90,0
0,0,0,2,87,0
0,0,0,5,85,0
0,0,0,19,80,0
0,0,0,11,78,0
0,0,0,0,83,0
0,0,0,0,82,0
0,0,0,0,80,0
37,0,0,6,93,0
10,0,0,74,93,0
14,0,0,0,84,0
49,0,0,0,75,0
27,0,0,19,93,0
27,0,0,58,89,0
0,0,0,61,95,0
0,0,0,43,80,0
0,0,0,30,89,0
0,0,0,49,76,0
0,0,0,50,80,0
6,0,0,0,72,0
0,0,0,30,80,0
0,0,0,34,77,0
14,0,0,14,73,0
32,0,0,45,89,0
11,0,0,0,89,0
0,0,28,0,91,0
0,0,24,0,91,0
0,0,0,0,91,0
0,0,0,5,88,0
0,0,0,50,81,0
12,0,0,53,72,0
32,0,0,46,76,0
73,0,0,33,93,0
33,0,10,64,88,0
52,0,0,77,70,0
60,0,0,77,56,0
42,0,0,82,30,0
65,0,0,81,23,0
64,0,0,76,10,0
37,0,19,73,74,0
0,0,0,65,69,0
0,0,0,81,52,0
0,0,0,86,71,0
33,0,0,83,52,0
72,0,0,68,84,0
47,0,0,77,59,0
43,0,0,76,84,0
82,0,0,56,38,0
78,0,0,5,68,0
81,0,0,9,63,0
70,0,0,8,46,0
40,0,0,30,48,0
0,0,0,33,36,0
41,0,0,26,74,0
72,0,0,66,86,0
68,0,0,76,89,0
68,64,0,83,91,0
77,46,0,72,73,0
65,26,0,65,69,0
72,3,0,50,81,0
50,33,0,81,21,0
57,8,0,81,55,0
52,5,0,85,42,0
52,16,0,87,53,0
76,8,0,70,68,0
53,0,0,79,79,0
73,30,0,65,73,0
74,10,0,79,61,0
77,13,0,81,56,0
76,46,0,82,85,0
71,14,0,82,67,0
37,20,0,87,84,0
36,29,0,53,78,0
37,6,0,88,76,0
5,63,0,85,66,0
51,77,0,70,63,0
55,41,0,66,56,0
69,5,0,75,62,0
80,20,0,71,18,0
68,17,0,88,39,0
40,0,0,85,0,0
29,0,0,87,0,0
55,0,0,21,48,0
60,0,0,41,66,0
72,24,0,61,64,0
45,12,0,65,72,0
19,0,0,74,54,0
10,0,0,83,56,0
0,55,0,50,75,0
52,22,0,78,79,0
46,0,0,83,81,0
67,58,0,75,74,0
34,59,0,64,77,0
53,42,0,77,85,0
38,67,0,77,75,0
10,50,0,55,90,0
0,8,0,90,74,0
0,44,0,75,78,0
0,59,0,46,80,0
0,39,0,30,88,0
0,56,0,26,77,0
0,54,0,21,76,0
7,82,0,27,74,0
0,26,0,82,67,0
3,45,0,81,85,0
15,14,0,59,80,0
33,6,0,78,86,0
0,0,0,69,88,0
22,0,0,87,77,0
51,0,0,69,91,0
51,65,0,72,85,0
75,46,0,85,87,0
66,22,0,85,80,0
69,0,0,72,56,0
25,0,0,54,50,0
0,24,0,59,63,0
29,3,0,34,68,0
9,27,0,67,78,0
0,58,0,68,80,0
0,42,0,82,51,0
0,62,0,90,72,0
0,78,0,87,91,0
0,73,0,87,79,0
0,57,0,74,81,0
62,13,0,82,75,0
53,36,0,92,80,0
14,7,0,76,64,0
6,23,0,87,78,0
27,15,0,87,67,0
34,0,0,89,76,0
54,70,0,77,66,0
89,12,0,78,81,0
75,16,0,84,60,0
38,0,0,78,78,0
37,38,0,73,81,0
54,78,0,76,88,0
74,53,0,61,90,0
44,3,0,89,71,0
0,0,0,63,93,0
0,0,0,74,94,0
14,0,0,83,86,0
10,0,0,78,85,0
17,0,0,88,75,0
0,0,0,73,76,0
0,0,0,82,76,0
0,0,0,81,72,0
0,0,0,61,90,0
0,0,0,64,91,0
0,0,0,57,94,0
0,0,0,66,86,0
0,0,0,63,84,0
0,0,0,59,90,0
0,0,0,89,81,0
2,0,0,84,79,0
0,0,0,74,87,0
9,0,0,82,88,0
17,0,0,74,85,0
0,0,0,83,79,0
0,0,0,90,84,0
73,0,0,83,92,0
58,0,0,89,89,0
82,0,0,84,83,0
54,0,0,88,84,0
27,0,0,87,79,0
8,0,0,80,95,0
0,0,0,83,93,0
0,0,0,80,87,0
21,0,0,77,85,0
37,0,0,87,74,0
0,0,0,77,83,0
0,0,0,78,85,0
0,0,0,73,82,0
0,0,0,64,90,0
20,0,0,58,86,0
0,0,0,71,91,0
35,0,0,82,90,0
58,0,0,84,92,0
61,0,0,77,88,0
56,0,0,83,86,0
42,0,0,89,82,0
65,48,0,71,93,0
75,0,0,90,87,0
66,0,0,84,84,0
4,0,0,90,83,0
0,0,0,82,76,0
0,0,0,72,85,0
0,0,0,86,92,0
0,31,0,83,88,0
82,15,0,80,86,0
47,35,0,82,86,0
39,30,0,88,80,0
6,0,0,88,83,0
0,0,0,76,85,0
31,2,0,85,82,0
8,27,0,85,86,0
0,56,0,71,92,0
4,20,0,32,94,0
46,8,0,60,72,0
74,20,0,21,90,0
57,0,0,56,87,0
39,0,0,70,74,0
74,53,0,68,89,0
67,43,0,79,86,0
75,55,0,46,91,0
23,12,0,40,76,0
56,17,0,58,37,0
64,0,0,81,0,0
27,0,0,74,27,0
15,0,0,88,69,0
41,0,0,72,39,0
30,19,0,51,77,0
0,19,0,79,63,0
72,10,0,78,67,0
40,10,0,2,15,0
85,1,0,50,73,0
71,79,0,55,85,0
65,80,0,64,71,0
76,64,0,80,68,0
42,57,0,77,66,0
68,52,0,55,84,0
65,0,0,37,64,0
66,0,0,20,85,0
25,0,0,50,82,0
23,24,0,44,85,0
46,13,0,67,86,0
12,5,0,75,79,0
37,11,0,84,89,0
61,0,0,82,85,0
75,3,0,70,90,0
69,0,0,34,78,0
66,12,0,24,78,0
63,15,0,31,69,0
48,0,0,36,80,0
9,0,0,40,76,0
27,0,0,63,70,0
31,0,0,56,82,0
41,0,0,78,91,0
70,0,0,67,81,0
70,0,0,80,83,0
51,17,0,74,79,0
43,29,0,58,81,0
42,34,0,68,65,0
39,2,0,74,45,0
0,2,0,69,85,0
0,24,0,83,93,0
0,74,0,78,92,0
0,47,0,88,88,0
0,20,0,67,79,0
0,0,0,67,91,0
56,5,0,72,88,0
58,0,0,76,76,0
36,0,0,86,83,0
34,12,0,76,85,0
10,14,0,50,85,0
27,16,0,82,87,0
31,51,0,74,75,0
23,60,0,69,94,0
61,37,0,68,93,0
72,0,0,71,94,0
39,0,0,70,88,0
30,0,0,74,82,0
72,0,0,84,73,0
45,0,0,51,78,0
47,0,0,80,82,0
75,0,0,76,93,0
81,0,0,72,80,0
49,0,0,85,68,0
47,0,0,77,54,0
83,0,0,79,85,0
47,0,0,84,62,0
60,0,0,57,74,0
75,0,0,80,74,0
68,0,0,69,71,0
78,0,0,85,82,0
87,0,0,72,81,0
82,0,0,83,85,0
66,0,0,83,90,0
60,0,0,81,94,0
45,0,0,85,77,0
21,0,0,86,85,0
30,0,0,86,87,0
52,0,0,80,81,0
50,0,0,70,63,0
66,0,0,86,94,0
72,0,0,81,86,0
69,0,0,76,55,0
63,0,0,86,80,0
80,0,0,79,90,0
75,0,0,74,89,0
65,0,0,79,75,0
31,0,0,74,27,0
19,0,0,87,87,0
10,0,0,82,93,0
41,0,0,77,87,0
42,0,0,86,73,0
27,0,0,86,70,0
43,0,0,69,73,0
64,0,0,76,78,0
53,0,0,36,69,0
51,0,17,79,64,0
73,0,8,71,73,0
72,0,0,82,80,0
71,0,0,82,70,0
54,0,0,87,19,0
65,0,0,81,19,0
60,0,0,75,0,0
46,0,0,89,35,0
10,13,0,89,42,0
6,0,0,78,65,0
23,0,0,75,62,0
48,0,0,76,86,0
69,18,0,79,90,0
58,10,0,71,88,0
68,0,0,84,84,0
70,0,0,90,87,0
64,17,0,73,93,0
41,0,0,85,90,0
89,0,0,85,90,0
75,46,0,82,81,0
61,11,0,74,85,0
74,0,0,59,88,0
73,0,0,81,79,0
89,0,0,80,85,0
52,8,0,89,87,0
25,0,0,80,94,0
51,0,0,79,91,0
38,0,0,74,93,0
41,0,27,72,89,0
13,0,0,81,83,0
6,0,0,89,81,0
0,0,31,82,86,0
59,0,21,73,72,0
47,0,2,75,69,0
45,0,10,55,70,0
69,0,0,77,76,0
25,0,0,81,90,0
66,0,0,77,81,0
71,0,0,81,82,0
52,0,0,93,80,0
34,0,0,92,83,0
46,0,0,78,81,0
0,0,0,86,76,0
0,0,0,68,82,0
39,0,0,40,87,0
68,0,0,41,86,0
36,0,0,5,86,0
28,0,0,12,68,0
0,0,0,52,80,0
6,0,0,58,84,0
26,0,0,87,92,0
5,0,0,60,86,0
24,0,0,57,78,0
75,0,0,7,80,0
65,0,0,58,89,0
50,0,0,56,85,0
62,0,0,78,85,0
33,0,0,82,56,0
0,0,0,76,68,0
26,0,0,82,79,0
1,0,0,78,77,0
4,0,0,83,67,0
47,0,0,69,43,0
32,0,0,47,41,0
0,0,0,67,76,0
48,0,0,89,82,0
58,0,0,88,79,0
32,0,0,82,85,0
40,0,0,88,72,0
59,0,0,82,87,0
70,0,0,76,88,0
68,0,0,87,91,0
79,0,0,41,91,0
63,0,0,0,79,0
13,0,0,7,89,0
39,0,6,0,81,0
18,0,0,0,87,0
18,0,0,0,83,0
56,0,0,0,75,0
39,0,0,0,68,0
60,0,0,0,21,0
59,0,0,0,69,0
52,0,0,0,78,0
54,0,0,0,78,0
12,0,0,0,82,0
41,0,0,0,86,0
27,0,0,0,88,0
0,0,0,0,75,0
0,0,0,0,71,0
0,0,0,0,71,0
0,0,0,0,61,0
0,0,0,0,75,0
59,0,0,0,78,0
48,0,0,0,77,0
40,0,0,0,77,0
66,0,0,0,88,0
39,0,0,0,85,0
86,0,0,0,86,0
71,0,0,0,72,0
81,0,0,0,79,0
84,0,0,0,45,0
66,0,0,0,0,0
79,0,0,0,18,0
79,0,0,0,74,0
76,0,0,0,80,0
86,0,0,0,45,0
51,0,0,0,84,0
84,0,0,0,68,0
64,0,0,15,43,0
62,0,0,29,79,0
56,0,0,23,42,0
82,0,0,13,45,0
82,0,0,45,76,0
79,0,0,20,67,0
44,0,0,34,83,0
31,0,0,38,84,0
0,0,0,21,91,0
0,0,0,71,62,0
0,0,0,71,53,0
44,0,0,59,87,0
62,0,0,51,87,0
63,0,0,65,83,0
64,0,0,55,92,0
49,0,0,45,82,0
30,0,0,61,85,0
46,0,0,42,88,0
74,0,0,62,82,0
67,0,0,46,74,0
45,0,0,36,72,0
60,0,0,76,81,0
60,0,0,74,80,0
50,0,0,94,72,0
50,0,0,78,80,0
49,0,0,81,87,0
61,0,0,47,84,0
51,0,0,23,79,69
50,0,0,58,75,19
17,0,0,58,78,74
63,0,0,68,93,24
54,0,0,83,82,0
5,0,0,69,72,0
11,0,0,84,71,0
34,0,0,64,82,0
37,0,0,87,66,0
35,0,0,67,83,0
52,0,0,76,87,0
55,0,0,81,82,0
36,0,0,87,87,0
29,0,0,84,89,0
55,0,0,88,80,0
75,0,0,76,75,0
66,0,0,84,75,0
75,0,0,82,79,0
64,0,0,87,79,0
55,0,0,12,83,0
60,0,0,57,88,0
71,0,0,80,92,0
50,0,0,70,79,0
45,0,0,72,59,0
63,0,10,87,79,0
55,0,30,79,75,0
2,0,0,74,93,0
0,0,0,81,85,0
50,0,0,85,81,0
12,0,0,70,68,0
6,0,10,73,83,0
0,0,28,73,83,0
0,0,33,39,93,0
30,0,24,62,82,0
38,0,8,67,88,0
23,0,0,80,68,0
9,0,29,64,48,15
14,0,0,30,67,20
39,0,0,27,83,22
0,0,0,71,81,15
0,0,0,29,92,41
0,0,0,40,78,35
0,0,31,6,79,62
0,0,52,17,71,51
7,0,36,32,76,38
2,0,18,52,79,44
6,0,43,52,85,59
25,0,40,64,72,15
29,0,48,73,74,50
0,0,28,88,77,40
12,0,59,81,85,63
32,0,59,57,84,48
60,0,0,76,87,46
27,0,17,75,73,53
10,37,21,70,77,37
0,6,7,78,66,73
21,8,29,82,75,0
0,3,8,83,89,8
12,0,0,74,58,29
15,0,0,85,74,13
25,0,0,79,85,17
11,0,0,78,71,58
23,3,0,74,31,4
13,0,0,79,80,0
0,0,0,54,83,0
0,2,0,38,38,37
0,0,0,54,62,60
14,11,0,36,58,65
32,0,0,0,63,0
0,0,0,18,39,50
0,53,0,48,85,59
51,44,0,49,63,31
48,38,0,61,29,0
49,0,0,55,36,0
52,47,0,59,30,0
45,12,0,28,57,0
34,45,0,34,53,0
69,73,0,48,0,0
65,78,0,62,0,0
43,22,0,36,14,0
52,0,17,18,52,0
59,0,52,45,83,5
77,0,30,34,82,25
64,6,0,8,49,63
64,55,0,51,61,53
67,22,0,0,63,64
48,38,26,68,59,55
45,0,7,68,65,54
54,0,16,77,9,35
16,32,10,40,35,41
2,36,60,52,25,59
3,28,51,59,29,4
33,2,14,90,67,19
42,17,51,77,39,0
71,57,54,66,66,0
41,79,21,76,59,24
63,46,0,67,59,0
59,29,0,0,83,0
56,0,18,0,30,0
72,9,51,0,32,0
33,0,63,0,44,0
37,0,52,25,65,0
37,31,41,19,76,0
0,76,66,0,76,0
1,45,64,0,11,34
70,59,53,0,40,11
19,78,33,0,50,58
41,84,0,0,41,17
8,57,0,0,47,0
0,3,0,0,35,0
0,0,0,15,36,0
2,48,0,63,29,44
22,65,0,1,33,43
21,65,0,6,16,20
26,33,0,47,29,0
61,23,0,38,48,0
27,27,14,0,60,0
29,0,47,17,88,0
1,20,30,3,73,0
35,21,29,48,75,0
19,35,8,17,55,0
15,7,0,33,61,0
27,0,0,36,56,0
7,53,0,56,74,0
14,39,0,67,56,0
30,0,0,75,53,0
45,16,0,53,58,0
0,74,0,52,40,0
0,71,0,26,8,0
0,0,0,18,0,0
0,15,0,25,56,0
0,41,0,42,71,0
0,38,0,26,77,0
2,36,0,34,49,0
65,59,0,14,0,0
26,27,0,0,19,0
66,44,0,0,51,0
12,3,0,18,29,0
40,15,0,36,59,0
65,32,0,52,36,0
43,53,0,24,80,0
45,42,0,15,80,0
73,11,0,12,77,0
31,17,0,35,66,0
70,36,0,4,88,0
61,13,0,4,83,0
69,35,0,25,75,0
28,31,0,22,67,0
40,18,0,9,74,0
11,13,0,43,48,0
0,52,0,32,64,0
0,62,0,53,68,0
0,59,1,59,50,0
0,33,10,6,0,0
0,37,0,21,0,0
0,24,0,56,0,0
13,51,0,0,0,0
0,13,0,0,0,0
0,14,0,8,0,0
12,75,0,38,0,0
0,48,0,29,14,0
0,66,0,6,46,0
0,78,0,0,0,0
0,84,0,14,0,0
0,84,0,86,0,0
0,70,0,58,0,0
0,41,3,11,0,0
0,43,0,11,0,0
0,24,23,15,0,0
0,24,29,34,0,0
0,42,68,50,0,0
0,30,40,0,0,0
0,52,11,0,0,0
10,44,23,0,0,0
1,36,14,0,0,0
0,52,33,0,0,0
0,34,16,0,0,0
0,16,0,0,0,0
0,0,0,0,0,0
0,38,0,34,0,0
0,45,23,11,0,0
11,40,53,19,0,0
11,17,49,32,0,0
0,53,54,53,0,0
21,19,26,6,31,0
39,48,0,0,5,0
20,8,0,0,11,0
13,42,0,0,0,0
28,61,0,0,8,0
38,86,26,17,11,0
23,66,8,4,58,0
24,16,8,0,0,0
0,50,9,25,0,0
15,67,12,38,0,0
16,19,0,0,0,0
0,21,0,0,0,0
0,73,0,0,0,0
27,65,8,0,0,0
18,76,28,11,0,0
65,81,14,10,0,0
83,71,34,20,0,0
53,67,7,0,0,0
44,82,4,0,15,0
78,58,30,0,50,0
74,14,61,0,62,0
67,39,76,0,49,0
59,34,82,0,36,0
78,37,75,0,15,0
70,27,68,0,0,0
64,20,74,0,4,0
45,17,82,0,74,0
56,39,68,0,31,0
53,38,76,0,23,0
51,77,46,0,58,0
24,70,57,45,72,0
51,24,43,20,40,0
71,0,55,12,56,0
44,0,77,36,62,0
32,0,62,18,56,0
58,49,83,0,45,0
47,49,70,26,43,0
47,63,76,7,0,0
66,78,71,77,0,0
60,74,79,59,0,0
68,67,78,63,0,0
39,54,67,88,0,0
66,90,63,70,0,0
47,79,30,72,0,0
47,73,21,7,0,0
33,88,55,13,39,0
5,80,35,22,45,0
32,75,0,0,47,0
27,80,10,0,68,0
11,76,0,0,69,0
0,72,6,9,47,0
7,77,19,0,19,0
0,79,23,34,0,0
0,60,0,53,0,0
0,70,0,62,0,0
4,63,0,33,0,0
36,70,0,38,0,0
71,63,0,0,0,0
59,77,0,0,0,0
45,65,20,0,0,0
68,71,44,0,0,0
40,76,45,0,0,0
58,47,5,0,0,0
83,58,4,0,0,0
78,33,60,0,0,0
54,40,52,0,0,0
66,48,1,0,0,0
60,64,16,0,0,0
61,0,3,0,0,0
60,0,15,0,0,0
52,0,57,0,0,0
0,0,33,13,0,0
52,59,41,10,0,0
64,81,0,40,0,0
37,77,7,45,0,0
52,69,25,70,0,0
52,79,4,52,0,0
42,82,8,64,0,0
68,62,18,78,0,0
73,40,0,43,17,0
64,42,0,36,0,0
63,43,0,0,0,0
72,51,0,0,0,0
61,77,12,0,4,0
80,64,78,0,0,0
72,74,51,0,0,0
47,86,82,0,24,0
58,81,55,0,81,0
70,73,80,0,44,0
87,85,65,0,0,0
69,71,67,0,0,0
64,70,85,0,0,0
37,80,78,0,0,0
26,87,57,0,0,0
18,80,66,2,0,0
63,84,74,40,0,0
31,60,79,51,0,0
53,54,84,4,0,0
66,78,85,0,0,0
77,86,83,0,0,0
84,85,80,23,0,0
85,90,88,10,0,0
76,83,82,0,0,0
76,70,69,8,0,0
89,48,53,42,0,0
71,59,16,19,0,0
77,19,62,55,0,0
63,47,30,10,0,0
41,54,0,59,0,0
74,60,18,6,0,0
40,42,13,45,0,0
45,65,51,0,0,0
39,30,46,36,0,0
42,72,80,54,0,0
67,53,81,45,0,0
37,80,85,45,0,0
17,50,78,24,3,0
39,59,68,5,0,0
0,36,79,23,0,0
0,55,68,30,0,0
0,49,82,46,0,0
0,81,78,38,0,0
31,67,71,28,0,0
62,88,84,31,0,0
66,71,45,49,0,0
63,90,17,31,0,0
87,91,58,0,0,0
70,77,74,0,0,0
87,68,82,0,0,0
72,66,82,0,0,0
63,57,80,0,0,0
70,87,73,0,0,0
74,75,83,0,0,0
65,71,75,9,0,0
76,62,88,0,0,0
74,32,82,9,0,0
56,32,63,26,0,0
56,17,72,51,0,0
52,43,37,24,0,0
31,0,0,8,0,0
36,0,0,0,0,0
45,0,0,0,0,0
51,14,0,0,0,0
75,1,0,0,0,0
67,59,0,56,0,0
74,70,0,55,0,0
71,32,0,72,0,0
35,55,0,31,0,0
53,49,0,30,0,0
26,83,0,4,0,0
50,72,0,61,0,0
34,81,0,75,0,0
9,65,0,20,0,0
19,78,0,56,0,0
16,74,0,26,0,0
5,83,0,85,0,0
2,78,0,85,0,0
32,76,0,90,0,0
5,85,0,70,0,0
22,66,0,11,0,0
12,87,0,2,0,0
11,78,0,3,0,0
22,68,0,6,0,0
51,67,0,0,0,0
74,69,0,2,0,0
70,53,0,0,0,0
6,72,0,0,0,0
48,58,0,3,0,0
14,59,0,0,0,0
37,56,0,0,0,0
60,58,0,16,0,0
30,33,0,43,0,0
0,32,0,8,0,0
29,46,0,0,0,0
16,32,0,14,0,0
23,50,0,15,0,0
19,24,0,26,0,0
0,16,0,7,0,0
37,42,0,0,0,0
48,47,0,3,0,0
69,2,0,25,0,0
22,31,19,0,0,0
75,39,51,0,0,0
64,61,78,0,0,0
80,53,43,0,0,0
62,41,73,0,0,0
62,45,61,0,0,0
77,62,69,0,0,0
56,57,76,0,0,0
58,82,18,0,0,0
68,81,0,0,0,0
75,57,20,0,0,0
43,80,44,0,0,0
75,78,57,0,0,0
60,71,40,0,0,0
44,54,21,0,0,0
34,57,21,0,0,0
52,66,25,0,0,0
28,67,10,0,0,0
43,89,9,0,0,0
48,94,39,0,0,0
36,78,5,0,0,0
56,67,0,0,0,0
71,77,0,0,0,0
27,86,3,0,0,0
45,91,0,17,2,0
71,72,21,13,48,0
78,82,17,23,64,0
75,79,25,0,0,0
70,80,0,0,0,0
77,68,8,0,0,0
86,82,71,0,0,0
59,84,21,0,0,0
73,84,51,0,0,0
69,58,44,0,0,0
80,19,52,0,0,0
70,53,79,0,0,0
63,71,67,0,0,0
64,76,59,0,0,0
53,55,43,0,0,0
67,63,6,0,0,0
70,60,23,0,0,0
42,76,9,0,0,0
15,80,12,0,0,0
5,85,12,3,0,0
63,68,60,0,0,0
68,88,78,18,0,0
74,72,79,40,0,0
61,92,71,63,0,0
79,80,66,12,0,0
67,79,75,0,0,0
51,84,62,0,0,0
1,74,78,0,0,0
12,71,67,0,0,0
2,65,79,0,0,0
10,49,70,10,0,0
8,51,32,72,0,0
0,73,34,24,0,0
0,44,0,26,0,0
35,39,0,5,0,0
73,37,0,0,0,0
61,65,0,0,0,0
85,53,24,0,0,0
57,68,18,0,0,0
29,46,29,0,11,0
39,55,35,0,0,0
50,69,68,0,0,0
66,79,24,0,0,0
76,79,32,0,0,0
84,55,35,0,0,0
85,74,0,0,0,0
59,16,0,0,0,0
78,46,41,3,0,0
74,29,57,0,0,0
72,0,56,0,0,0
73,26,53,0,0,0
39,27,84,0,0,0
61,73,72,0,0,0
62,67,54,0,0,0
85,43,27,0,0,0
71,66,9,0,0,0
73,76,18,0,0,0
66,65,0,0,0,0
44,57,0,0,0,0
71,83,2,0,0,0
72,73,9,0,5,0
64,86,7,0,8,0
69,36,11,8,0,0
28,29,60,0,0,0
26,24,12,5,0,0
61,52,0,5,0,0
2,56,21,0,0,0
50,32,17,5,0,0
78,39,85,0,0,0
78,25,80,0,0,0
54,32,73,0,0,0
73,17,11,0,0,0
63,23,44,0,0,0
70,23,16,0,0,0
40,17,0,0,0,0
