CL_f2_feb,CL_f3_feb,CL_notes_feb,CL_f1_aug,CL_notes_aug,CD_f2_aug,CD_f1_aug,CD_notes_aug,CD_f3_sept,CD_notes_sept
12,86,lights off,36,lights off,0,0,lights on,19,lights on
0,35,lights off,68,lights off,0,0,lights on,35,lights on
14,24,lights off,75,lights off,0,0,lights on,0,lights on
39,56,lights off,74,lights off,0,0,lights on,18,lights on
20,58,lights off,70,lights off,0,0,lights on,0,lights on
2,55,lights off,75,lights off,0,0,lights on,83,lights on
4,55,lights off,77,lights off,0,0,lights on,63,lights on
5,44,lights off,20,lights off,0,0,lights on,61,lights on
0,73,lights off,0,lights off,0,0,lights on,71,lights on
0,57,lights off,81,lights off,0,0,lights on,50,lights on
2,47,lights off,19,lights off,0,25,lights on,56,lights on
4,63,lights off,0,lights off,0,69,lights on,51,lights on
0,0,lights off,26,lights off,0,7,lights on,55,lights on
0,0,lights off,79,lights off,0,46,lights on,33,lights on
0,0,lights off,86,lights off,0,19,lights on,15,lights on
0,6,lights off,70,lights off,0,25,lights on,0,lights on
0,58,lights off,33,lights off,0,68,lights on,0,lights on
0,60,lights off,59,lights off,0,52,lights on,0,lights on
0,90,lights off,40,lights off,0,49,lights on,0,lights on
0,78,lights off,73,lights off,0,17,lights on,0,lights on
0,71,lights off,52,lights off,0,0,lights on,0,lights on
0,61,lights off,6,lights off,0,0,lights on,0,lights on
0,45,lights off,26,lights off,0,62,lights on,0,lights on
0,39,lights off,3,lights off,0,79,lights on,0,lights on
0,38,lights off,51,lights off,0,90,lights on,0,lights on
0,8,lights off,52,lights off,0,59,lights on,25,lights on
0,15,lights off,49,lights off,0,70,lights on,57,lights on
0,0,lights off,21,lights off,0,46,lights on,50,lights on
19,43,lights off,34,lights off,0,52,lights on,59,lights on
27,48,lights off,47,lights off,0,24,lights on,36,lights on
0,0,lights off,64,lights off,0,67,lights on,7,lights on
0,74,lights off,76,lights off,0,58,lights on,7,lights on
0,82,lights off,58,lights off,0,61,lights on,20,lights on
0,86,lights off,53,lights off,0,56,lights on,59,lights on
0,90,lights off,23,lights off,0,75,lights on,42,lights on
4,88,lights off,0,lights off,0,83,lights on,63,lights on
0,81,lights off,0,lights off,0,77,lights on,8,lights on
0,34,lights off,0,lights off,0,83,lights on,0,lights on
0,80,lights off,0,lights off,0,71,lights on,0,lights on
0,62,lights off,0,lights off,0,64,lights on,0,lights on
0,73,lights off,59,lights off,0,59,lights on,0,lights on
0,95,lights off,43,lights off,0,63,lights on,0,lights on
0,82,lights off,61,lights off,0,60,lights on,0,lights on
3,45,lights off,55,lights off,0,47,lights on,0,lights on
18,0,lights off,70,lights off,0,75,lights on,0,lights on
17,3,lights off,54,lights off,0,66,lights on,0,lights on
14,16,lights off,49,lights off,0,81,lights on,0,lights on
0,17,lights off,18,lights off,0,65,lights on,0,lights on
0,22,lights off,0,lights off,0,62,lights on,0,lights on
0,22,lights off,19,lights off,0,72,lights on,0,lights on
0,21,lights off,19,lights off,0,15,lights on,0,lights on
0,13,lights off,12,lights off,0,24,lights on,0,lights on
0,0,lights off,38,lights off,0,47,lights on,0,lights on
13,0,lights off,24,lights off,0,75,lights on,0,lights on
42,4,lights off,11,lights off,0,63,lights on,0,lights on
9,34,lights off,29,lights off,0,64,lights on,0,lights on
14,52,lights off,17,lights off,0,83,lights on,0,lights on
2,0,lights off,0,lights off,0,65,lights on,0,lights on
0,14,lights off,0,lights off,0,59,lights on,0,lights on
9,2,lights off,10,lights off,0,72,lights on,0,lights on
17,5,lights off,12,lights off,0,65,lights on,0,lights on
0,7,lights off,55,lights off,0,60,lights on,12,lights on
0,4,lights off,63,lights off,0,27,lights on,63,lights on
0,17,lights off,35,lights off,0,0,lights on,44,lights on
0,0,lights off,36,lights off,0,0,lights on,0,lights on
16,10,lights off,51,lights off,0,0,lights on,0,lights on
0,6,lights off,73,lights off,0,17,lights on,0,lights on
0,4,lights off,59,lights off,0,30,lights on,0,lights on
0,5,lights off,53,lights off,0,31,lights on,0,lights on
0,27,lights off,42,lights off,0,24,lights on,0,lights on
0,14,lights off,52,lights off,0,0,lights on,0,lights on
0,61,lights off,33,lights off,0,0,lights on,0,lights on
0,42,lights off,0,lights off,0,0,lights on,0,lights on
0,75,lights off,0,lights off,0,0,lights on,0,lights on
0,4,lights off,0,lights off,0,64,lights on,0,lights on
0,51,lights off,0,lights off,0,76,lights on,0,lights on
0,62,lights off,0,lights off,0,58,lights on,0,lights on
0,43,lights off,0,lights off,0,54,lights on,0,lights on
0,0,lights off,0,lights off,0,64,lights on,0,lights on
0,5,lights off,0,lights off,0,85,lights on,11,lights on
8,32,lights off,29,lights off,0,75,lights on,41,lights on
0,39,lights off,23,lights off,0,66,lights on,59,lights on
8,25,lights off,14,lights off,0,77,lights on,34,lights on
0,13,lights off,4,lights off,0,47,lights on,28,lights on
0,0,lights off,0,lights off,0,63,lights on,50,lights on
0,0,lights off,0,lights off,0,63,lights on,58,lights on
0,0,lights off,19,lights off,0,67,lights on,40,lights on
0,0,lights off,27,lights off,0,71,lights on,41,lights on
0,0,lights off,0,lights off,0,85,lights on,51,lights on
0,0,lights off,2,lights off,0,66,lights on,43,lights on
11,0,lights off,29,lights off,0,60,lights on,64,lights on
0,0,lights off,24,lights off,0,65,lights on,28,lights on
0,0,lights off,19,lights off,0,67,lights on,47,lights on
0,0,lights off,0,lights off,0,53,lights on,32,lights on
0,0,lights off,0,lights off,0,61,lights on,25,lights on
0,0,lights off,0,lights off,0,64,lights on,30,lights on
26,0,lights off,0,lights off,0,71,lights on,16,lights on
0,66,lights off,38,lights off,0,73,lights on,28,lights on
0,54,lights off,38,lights off,0,57,lights on,31,lights on
0,50,lights off,48,lights off,0,45,lights on,33,lights on
0,83,lights off,16,lights off,0,5,lights on,45,lights on
0,77,lights off,12,lights off,0,0,lights on,70,lights on
0,86,lights off,0,lights off,0,0,lights on,28,lights on
0,83,lights off,0,lights off,0,28,lights on,4,lights on
0,55,lights off,17,lights off,0,52,lights on,56,lights on
0,16,lights off,32,lights off,0,80,lights on,22,lights on
21,20,lights off,27,lights off,0,59,lights on,12,lights on
2,51,lights off,16,lights off,0,68,lights on,0,lights on
19,55,lights off,44,lights off,0,78,lights on,0,lights on
0,64,lights off,24,lights off,0,7,lights on,0,lights on
5,48,lights off,58,lights off,0,63,lights on,0,lights on
0,65,lights off,83,lights off,0,25,lights on,0,lights on
0,46,lights off,77,lights off,0,43,lights on,0,lights on
0,68,lights off,58,lights off,0,44,lights on,0,lights on
29,55,lights off,55,lights off,0,71,lights on,0,lights on
35,58,lights off,68,lights off,0,80,lights on,0,lights on
41,2,lights off,30,lights off,0,66,lights on,45,lights on
60,0,lights off,60,lights off,0,64,lights on,15,lights on
29,55,lights off,64,lights off,0,76,lights on,7,lights on
0,0,lights off,43,lights off,0,37,lights on,0,lights on
0,46,lights off,17,lights off,0,20,lights on,27,lights on
0,53,lights off,29,lights off,0,19,lights on,40,lights on
0,33,lights off,39,lights off,0,22,lights on,0,lights on
0,36,lights off,72,lights off,0,44,lights on,23,lights on
2,44,lights off,59,lights off,0,12,lights on,0,lights on
0,63,lights off,56,lights off,0,81,lights on,0,lights on
12,39,lights off,76,lights off,0,38,lights on,0,lights on
0,31,lights off,48,lights off,0,36,lights on,0,lights on
45,37,lights off,54,lights off,0,72,lights on,0,lights on
10,70,lights off,48,lights off,0,71,lights on,0,lights on
0,56,lights off,41,lights off,0,76,lights on,0,lights on
0,54,lights off,73,lights off,0,74,lights on,0,lights on
0,0,lights off,71,lights off,0,73,lights on,0,lights on
0,0,lights off,60,lights off,0,64,lights on,23,lights on
0,0,lights off,27,lights off,0,24,lights on,0,lights on
0,0,lights off,71,lights off,0,34,lights on,0,lights on
0,0,lights off,62,lights off,0,55,lights on,0,lights on
16,0,lights off,21,lights off,0,54,lights on,0,lights on
47,0,lights off,28,lights off,0,74,lights on,0,lights on
26,3,lights off,1,lights off,0,57,lights on,11,lights on
0,33,lights off,0,lights off,0,70,lights on,1,lights on
15,29,lights off,0,lights off,0,74,lights on,72,lights on
2,53,lights off,0,lights off,0,57,lights on,21,lights on
0,40,lights off,0,lights off,0,69,lights on,27,lights on
0,45,lights off,0,lights off,0,77,lights on,17,lights on
2,48,lights off,44,lights off,0,80,lights on,0,lights on
0,0,lights off,62,lights off,0,61,lights on,0,lights on
0,59,lights off,69,lights off,0,74,lights on,48,lights on
0,70,lights off,77,lights off,0,83,lights on,64,lights on
0,72,lights off,23,lights off,0,82,lights on,65,lights on
0,67,lights off,46,lights off,0,91,lights on,78,lights on
0,42,lights off,29,lights off,0,80,lights on,91,lights on
0,71,lights off,14,lights off,0,64,lights on,35,lights on
0,55,lights off,68,lights off,0,46,lights on,27,lights on
11,1,lights off,69,lights off,0,0,lights on,61,lights on
25,52,lights off,62,lights off,0,71,lights on,74,lights on
43,0,lights off,71,lights off,0,78,lights on,64,lights on
31,0,lights off,66,lights off,0,61,lights on,71,lights on
54,3,lights off,76,lights off,0,55,lights on,63,lights on
52,80,lights off,62,lights off,0,8,lights on,50,lights on
52,10,lights off,74,lights off,0,21,lights on,3,lights on
48,0,lights off,73,lights off,0,43,lights on,38,lights on
38,70,lights off,67,lights off,0,84,lights on,38,lights on
37,43,lights off,72,lights off,0,84,lights on,75,lights on
0,0,lights off,73,lights off,0,50,lights on,51,lights on
18,0,lights off,80,lights off,0,0,lights on,35,lights on
25,66,lights off,79,lights off,0,67,lights on,70,lights on
60,39,lights off,50,lights off,0,59,lights on,71,lights on
39,7,lights off,57,lights off,0,67,lights on,65,lights on
74,38,lights off,67,lights off,0,80,lights on,86,lights on
49,4,lights off,58,lights off,0,62,lights on,62,lights on
0,20,lights off,79,lights off,0,56,lights on,75,lights on
0,33,lights off,78,lights off,0,56,lights on,80,lights on
4,50,lights off,53,lights off,0,55,lights on,72,lights on
0,34,lights off,77,lights off,0,32,lights on,47,lights on
14,76,lights off,58,lights off,0,41,lights on,74,lights on
59,85,lights off,72,lights off,0,35,lights on,30,lights on
33,83,lights off,71,lights off,0,80,lights on,48,lights on
0,82,lights off,78,lights off,0,48,lights on,74,lights on
0,86,lights off,39,lights off,0,40,lights on,89,lights on
0,80,lights off,67,lights off,0,66,lights on,71,lights on
0,91,lights off,83,lights off,0,41,lights on,57,lights on
0,83,lights off,66,lights off,0,5,lights on,27,lights on
0,80,lights off,52,lights off,0,27,lights on,0,lights on
0,58,lights off,80,lights off,0,14,lights on,0,lights on
0,86,lights off,69,lights off,0,47,lights on,0,lights on
0,78,lights off,74,lights off,0,15,lights on,86,lights on
0,77,lights off,54,lights off,0,23,lights on,65,lights on
0,72,lights off,50,lights off,0,0,lights on,14,lights on
0,78,lights off,79,lights off,0,0,lights on,18,lights on
0,76,lights off,68,lights off,0,15,lights on,31,lights on
0,90,lights off,62,lights off,0,25,lights on,15,lights on
0,64,lights off,68,lights off,0,31,lights on,25,lights on
0,81,lights off,33,lights off,0,61,lights on,13,lights on
0,67,lights off,35,lights off,0,78,lights on,15,lights on
0,38,lights off,31,lights off,0,31,lights on,32,lights on
0,17,lights off,19,lights off,0,26,lights on,23,lights on
0,23,lights off,0,lights off,0,40,lights on,28,lights on
0,50,lights off,38,lights off,0,0,lights on,59,lights on
0,57,lights off,59,lights off,0,0,lights on,0,lights on
0,67,lights off,52,lights off,0,3,lights on,13,lights on
0,45,lights off,49,lights off,0,24,lights on,61,lights on
0,69,lights off,80,lights off,0,0,lights on,49,lights on
0,0,lights off,0,lights off,0,0,lights on,60,lights on
0,27,lights off,0,lights off,0,0,lights on,35,lights on
0,56,lights off,9,lights off,0,0,lights on,61,lights on
0,43,lights off,22,lights off,0,0,lights on,18,lights on
13,24,lights off,33,lights off,0,68,lights on,0,lights on
70,55,lights off,52,lights off,0,42,lights on,0,lights on
56,20,lights off,30,lights off,0,15,lights on,17,lights on
22,0,lights off,35,lights off,0,23,lights on,40,lights on
0,0,lights off,71,lights off,0,10,lights on,82,lights on
0,35,lights off,58,lights off,0,32,lights on,46,lights on
0,69,lights off,62,lights off,0,22,lights on,53,lights on
0,32,lights off,58,lights off,0,50,lights on,54,lights on
0,54,lights off,62,lights off,0,4,lights on,42,lights on
0,12,lights off,63,lights off,0,57,lights on,65,lights on
54,21,lights off,65,lights off,0,46,lights on,50,lights on
76,58,lights off,36,lights off,0,33,lights on,55,lights on
1,65,lights off,53,lights off,0,36,lights on,28,lights on
30,56,lights off,52,lights off,0,83,lights on,21,lights on
72,64,lights off,58,lights off,0,49,lights on,8,lights on
67,72,lights off,56,lights off,0,85,lights on,11,lights on
90,66,lights off,61,lights off,0,77,lights on,0,lights on
78,72,lights off,55,lights off,0,73,lights on,0,lights on
70,66,lights off,41,lights off,0,88,lights on,0,lights on
54,70,lights off,60,lights off,0,69,lights on,0,lights on
86,75,lights off,63,lights off,0,44,lights on,0,lights on
80,55,lights off,76,lights off,0,59,lights on,0,lights on
81,64,lights off,81,lights off,0,84,lights on,0,lights on
29,3,lights off,60,lights off,0,77,lights on,0,lights on
1,0,lights off,59,lights off,0,51,lights on,0,lights on
14,0,lights off,22,lights off,0,69,lights on,0,lights on
79,0,lights off,33,lights off,0,73,lights on,0,lights on
75,0,lights off,19,lights off,0,62,lights on,0,lights on
47,0,lights off,38,lights off,0,28,lights on,25,lights on
57,0,lights off,0,lights off,0,59,lights on,3,lights on
62,0,lights off,0,lights off,0,59,lights on,20,lights on
74,0,lights off,0,lights off,0,36,lights on,55,lights on
72,0,lights off,0,lights off,0,60,lights on,32,lights on
64,0,lights off,11,lights off,0,78,lights on,59,lights on
7,0,lights off,14,lights off,0,5,lights on,56,lights on
0,0,lights off,55,lights off,0,9,lights on,34,lights on
0,0,lights off,54,lights off,0,4,lights on,0,lights on
0,0,lights off,71,lights off,0,12,lights on,0,lights on
0,0,lights off,50,lights off,0,37,lights on,0,lights on
0,0,lights off,0,lights off,0,52,lights on,0,lights on
0,0,lights off,0,lights off,0,62,lights on,0,lights on
8,0,lights off,13,lights off,0,74,lights on,0,lights on
0,0,lights off,31,lights off,0,76,lights on,0,lights on
0,0,lights off,26,lights off,0,65,lights on,0,lights on
2,0,lights off,0,lights off,0,43,lights on,0,lights on
7,0,lights off,0,lights off,0,55,lights on,0,lights on
0,0,lights off,0,lights off,0,46,lights on,0,lights on
0,10,lights off,25,lights off,0,69,lights on,0,lights on
0,9,lights off,13,lights off,0,51,lights on,0,lights on
0,54,lights off,3,lights off,0,85,lights on,0,lights on
0,32,lights off,71,lights off,0,10,lights on,0,lights on
0,27,lights off,29,lights off,0,0,lights on,0,lights on
0,70,lights off,19,lights off,0,69,lights on,0,lights on
0,65,lights off,0,lights off,0,77,lights on,10,lights on
0,68,lights off,0,lights off,0,74,lights on,0,lights on
0,62,lights off,10,lights off,0,73,lights on,0,lights on
14,66,lights off,9,lights off,0,50,lights on,0,lights on
0,63,lights off,17,lights off,0,43,lights on,0,lights on
0,65,lights off,25,lights off,0,0,lights on,0,lights on
0,68,lights off,16,lights off,0,0,lights on,0,lights on
0,4,lights off,63,lights off,0,0,lights on,0,lights on
0,0,lights off,65,lights off,0,0,lights on,0,lights on
0,0,lights off,24,lights off,0,0,lights on,0,lights on
0,0,lights off,39,lights off,0,34,lights on,0,lights on
0,0,lights off,0,lights off,0,27,lights on,0,lights on
0,0,lights off,25,lights off,0,0,lights on,0,lights on
0,0,lights off,9,lights off,0,0,lights on,0,lights on
0,6,lights off,44,lights off,0,23,lights on,0,lights on
0,0,lights off,38,lights off,0,48,lights on,0,lights on
7,0,lights off,71,lights off,0,66,lights on,0,lights on
0,0,lights off,42,lights off,0,54,lights on,0,lights on
0,0,lights off,72,lights off,0,45,lights on,0,lights on
0,0,lights off,67,lights off,0,48,lights on,0,lights on
0,0,lights off,65,lights off,0,2,lights on,0,lights on
0,0,lights off,48,lights off,0,0,lights on,0,lights on
0,0,lights off,19,lights off,0,14,lights on,0,lights on
0,0,lights off,63,lights off,0,33,lights on,0,lights on
0,0,lights off,63,lights off,0,65,lights on,0,lights on
0,0,lights off,55,lights off,0,60,lights on,12,lights on
0,0,lights off,53,lights off,0,54,lights on,48,lights on
7,0,lights off,69,lights off,0,47,lights on,0,lights on
0,0,lights off,25,lights off,0,65,lights on,0,lights on
0,0,lights off,63,lights off,0,68,lights on,0,lights on
0,0,lights off,68,lights off,0,20,lights on,0,lights on
0,0,lights off,57,lights off,0,45,lights on,0,lights on
0,0,lights off,45,lights off,0,59,lights on,0,lights on
0,0,lights off,35,lights off,0,44,lights on,0,lights on
