X,CL_CON_4179,CL_HFD_4113,CD_CON_4045,CD_HFD_4277
566,7.533301,3.664926,13.32672,6.201836
567,4.926123,2.789159,12.91287,3.321121
568,1.013241,2.727933,12.66609,0.3100249
569,-3.070687,2.383968,12.34258,-1.85406
570,-6.070395,3.262131,11.79334,-3.421655
571,-8.249897,3.397535,10.91547,-3.697375
572,-9.247351,3.199951,9.431788,-2.971576
573,-7.158643,2.992324,7.261558,-2.325191
574,-4.231947,2.907218,5.574724,-1.261273
575,-2.368853,2.84252,3.320408,-0.8153446
576,-1.848551,2.580743,1.336274,-1.012169
577,-2.41346,1.60818,-0.1434078,-2.274619
578,-4.616006,0.1302658,-1.674437,-4.248931
579,-7.676427,-0.6975398,-2.090658,-6.520548
580,-10.43619,-2.581228,-1.375582,-9.410413
581,-13.34542,-3.727292,-2.73E-03,-12.15844
582,-15.20764,-4.410349,2.023818,-14.13927
583,-16.43577,-4.553285,3.393965,-15.65906
584,-17.72916,-4.681268,3.496459,-15.93622
585,-18.94948,-4.811032,2.340991,-16.09927
586,-18.561,-4.859715,1.128489,-15.95479
587,-18.03768,-5.052147,-0.1947736,-15.5095
588,-17.39868,-5.211358,-1.563219,-14.70113
589,-15.86474,-6.173687,-3.034281,-14.6565
590,-14.93912,-6.575416,-4.138567,-14.38632
591,-14.81828,-7.97731,-5.392022,-15.02835
592,-15.94498,-8.476987,-7.081963,-14.40637
593,-17.09232,-9.479181,-8.302301,-13.98802
594,-18.6865,-10.17824,-9.588647,-13.91904
595,-20.04317,-10.92775,-10.64421,-14.46883
596,-20.56633,-11.70914,-10.97216,-14.93807
597,-20.46085,-12.46421,-11.52384,-14.85308
598,-19.7178,-12.94178,-11.69942,-14.26594
599,-18.67801,-13.56382,-12.23196,-13.54394
600,-17.36243,-13.37443,-13.02009,-12.7074
601,-16.02839,-13.04503,-13.63491,-12.3133
602,-14.82355,-12.54907,-14.87615,-12.64249
603,-13.50467,-11.99896,-15.34321,-13.12832
604,-12.58916,-11.8835,-15.63985,-13.04323
605,-12.47451,-11.86447,-15.71066,-12.74891
606,-13.49111,-12.84236,-14.96218,-12.71596
607,-15.02837,-14.67148,-14.24387,-12.78089
608,-16.21391,-15.24592,-13.68866,-12.90662
609,-16.7596,-15.35016,-12.96183,-13.4013
610,-17.28864,-14.56984,-12.71768,-13.68368
611,-16.52509,-14.14106,-12.18469,-13.69044
612,-15.20914,-13.8422,-12.3464,-14.13304
613,-13.99096,-13.44934,-12.21783,-15.05328
614,-13.72933,-13.30612,-12.18189,-15.64382
615,-13.54885,-12.97243,-12.31101,-16.03674
616,-13.85727,-12.13775,-12.4473,-16.51949
617,-13.55263,-12.16476,-12.61627,-17.73558
618,-14.14944,-11.92517,-12.46492,-18.63436
619,-14.71715,-11.67183,-12.41434,-18.81304
620,-16.26676,-11.34479,-12.31363,-19.15508
621,-17.11315,-10.95969,-12.28986,-19.48789
622,-17.8977,-10.78279,-12.26525,-19.80873
623,-18.98784,-11.00021,-12.40888,-19.84252
624,-19.45069,-11.08519,-12.55838,-19.33657
625,-19.39786,-11.04716,-13.19598,-19.12651
626,-17.75693,-11.17118,-14.07803,-18.67916
627,-16.37904,-11.93853,-14.79692,-18.0005
628,-15.59337,-12.08414,-16.05281,-18.30435
629,-14.61899,-12.06731,-17.46168,-18.16463
630,-14.7463,-11.71457,-18.44919,-17.75216
631,-15.38417,-11.76173,-18.83214,-17.57399
632,-16.06383,-11.659,-19.27465,-17.59261
633,-17.03422,-12.04687,-19.56627,-17.95995
634,-17.69412,-12.32668,-19.58646,-18.28715
635,-17.646,-12.71244,-19.83094,-18.31783
636,-17.64698,-13.27137,-19.99846,-18.69457
637,-17.2547,-13.84614,-19.62679,-18.05418
638,-16.9139,-13.57057,-19.43696,-18.16349
639,-16.79205,-13.57279,-19.33668,-18.30783
640,-16.14824,-13.49063,-19.07027,-18.95978
641,-15.7375,-13.8354,-19.11168,-19.53989
642,-15.39028,-13.68869,-18.37638,-19.84263
643,-15.70393,-13.21243,-18.34677,-19.88906
644,-15.88228,-13.02853,-18.19557,-20.46241
645,-17.07582,-12.5135,-18.20383,-20.5104
646,-18.14877,-12.18847,-18.10929,-20.6914
647,-19.37032,-12.08423,-17.94729,-20.8201
648,-19.57461,-12.21472,-18.01149,-20.25145
649,-19.50647,-12.48182,-17.98727,-19.6277
650,-18.65059,-12.30286,-17.96478,-19.56816
651,-17.76048,-12.26934,-17.95339,-20.21188
652,-16.65115,-11.99997,-17.81426,-20.91532
653,-15.27861,-11.42853,-17.89094,-20.948
654,-14.31923,-11.15132,-18.39131,-21.44599
655,-14.94206,-10.97175,-19.12516,-21.725
656,-14.79904,-11.11301,-19.41557,-21.23497
657,-14.71442,-11.02697,-17.70438,-19.455
658,-14.87398,-9.847668,-17.98614,-19.00765
659,-14.7614,-8.994777,-18.42934,-18.24374
660,-14.0843,-9.028034,-18.63942,-18.19187
661,-14.05553,-9.660535,-19.04263,-17.97289
662,-14.76611,-10.1239,-19.89589,-18.72357
663,-15.36827,-10.47989,-20.31408,-19.37794
664,-16.76882,-11.06522,-21.63662,-20.97872
665,-19.02387,-11.88351,-23.27064,-23.18367
666,-21.17723,-12.63288,-25.35222,-26.29295
667,-23.58494,-13.65833,-28.14868,-29.85249
668,-25.56078,-15.01652,-30.77959,-32.9967
669,-27.80571,-16.68678,-32.8405,-35.137
670,-29.14296,-17.66774,-35.05737,-36.25023
671,-29.37873,-18.97957,-35.8981,-36.1873
672,-28.85064,-19.27523,-36.0758,-35.08277
673,-27.34879,-19.43135,-35.47021,-33.52567
674,-24.87927,-19.02156,-34.09059,-31.18932
675,-21.60399,-18.51059,-32.14877,-28.8157
676,-17.60595,-17.6685,-29.15446,-25.32923
677,-13.70069,-16.90281,-25.61565,-21.91116
678,-9.104929,-15.90735,-22.40924,-19.03187
679,-6.642797,-14.65394,-19.31296,-15.4506
680,-2.662508,-13.06058,-15.83905,-11.25238
681,3.249008,-11.91686,-12.83729,-4.214097
682,12.82288,-10.00866,-9.739359,4.468176
683,23.29711,-8.052426,-7.042524,13.55666
684,30.29158,-5.536556,-3.222682,23.08243
685,36.27064,-2.415611,3.036682,32.98714
686,44.83177,2.027092,11.72926,41.91455
687,53.4322,7.493364,20.00909,49.18721
688,60.72935,12.68894,27.05554,55.55794
689,66.25004,17.21424,31.79441,60.22057
690,73.21294,20.75009,35.90786,63.83789
691,80.23608,23.46646,40.54063,66.25353
692,85.50893,25.58784,44.95986,68.97256
693,89.06534,27.6088,48.85562,71.32047
694,90.47042,30.35116,53.0778,73.35767
695,89.32519,34.04605,59.03662,73.84927
696,87.40634,38.85964,65.54369,74.62554
697,85.01227,43.768,72.19504,75.27876
698,82.83882,48.73626,77.41179,76.12666
699,81.22181,53.35477,80.83173,77.25204
700,79.74966,57.25207,83.09738,77.73247
701,77.51952,59.35621,84.43739,76.55538
702,74.15335,61.48933,84.76483,73.81322
703,69.2872,63.66332,84.09325,68.58926
704,62.65625,65.26174,81.80293,61.8609
705,56.19915,65.67381,78.23531,53.99752
706,49.43559,64.26987,73.14665,46.61363
707,43.51727,61.79234,66.77651,40.05667
708,38.25499,57.61928,60.15306,35.68745
709,34.57809,53.04599,53.68941,32.50342
710,31.94888,47.61942,47.56351,30.86355
711,30.04963,42.19183,42.58247,29.96782
712,28.97091,37.09895,37.95298,29.03768
713,28.57216,32.424,34.21615,28.14095
714,28.62118,28.29919,31.43499,27.71641
715,28.14947,24.5183,29.33066,27.24042
716,25.93915,21.74612,28.29287,26.21985
717,23.83776,18.84099,27.47224,24.17175
718,21.23937,16.78541,26.87073,21.39972
719,17.44929,15.20508,26.25432,17.66521
720,14.73197,13.77862,25.23379,14.32301
721,12.58957,12.91736,24.34318,10.61741
722,11.80067,12.40376,22.46397,8.531373
723,11.47478,11.51695,19.91395,7.334921
724,12.29839,10.49721,17.48303,7.457144
725,13.62507,8.987063,15.62356,8.779157
726,14.50222,7.676045,14.35912,10.13452
727,15.16013,6.808658,12.91864,10.26925
728,15.01287,6.137774,11.78294,8.775854
729,13.22831,5.767066,11.07019,6.594451
730,10.60813,5.03515,10.68755,4.356078
731,7.139307,3.627503,10.13074,1.694301
732,3.718268,3.353624,9.784846,-0.5570246
733,0.7956859,3.708623,10.19943,-2.437184
734,-1.360397,4.203457,10.10685,-3.679893
735,-3.283005,4.37946,9.328987,-4.604705
736,-3.412957,4.138134,8.005302,-4.294986
737,-1.871675,4.361479,6.099247,-3.50947
738,0.4813451,4.865973,3.700931,-2.078876
739,2.885325,4.232772,1.194889,-1.63336
740,4.280954,3.763021,-1.219992,-2.151473
741,3.439433,2.73285,-2.932311,-3.315713
742,2.022263,1.265944,-4.06917,-5.727898
743,-1.260082,0.2202015,-3.6278,-8.647792
744,-4.461984,-0.8461895,-2.612271,-11.43816
745,-7.660621,-2.066834,-1.512315,-13.72842
746,-9.625849,-2.682732,0.1376572,-15.05958
747,-10.33199,-2.969024,1.290247,-15.89656
748,-10.45256,-2.728857,1.27708,-16.60959
749,-10.24816,-2.247697,0.8491493,-17.07102
750,-10.50622,-1.689211,-0.5823097,-17.25831
751,-9.668454,-1.821311,-1.821654,-17.37307
752,-9.3761,-2.042743,-3.566177,-16.85668
753,-9.823603,-2.924885,-4.829243,-16.52059
754,-9.738896,-3.969945,-6.181604,-16.08075
755,-9.438828,-4.963709,-7.631711,-15.93395
756,-9.886231,-5.817466,-9.415409,-16.24564
757,-10.7078,-6.759092,-10.88798,-16.58406
758,-11.87484,-7.607638,-11.98223,-17.76859
759,-13.49927,-8.607348,-11.88683,-17.75701
760,-14.33716,-9.435489,-12.4807,-17.55236
761,-13.77758,-9.86448,-13.24513,-16.56313
762,-12.99658,-10.13119,-13.70565,-15.48709
763,-10.91869,-10.79306,-14.53741,-14.68036
764,-8.149728,-10.98562,-15.13797,-14.92748
765,-6.873677,-10.87626,-15.87257,-14.83247
766,-4.933383,-10.60137,-16.33192,-14.92481
767,-3.914717,-10.34381,-16.69886,-15.07665
768,-4.987838,-9.769326,-17.04579,-15.3203
769,-5.974148,-9.946844,-16.80734,-15.05283
770,-7.611931,-10.01279,-16.187,-14.90884
771,-9.227878,-10.89706,-15.53585,-14.56046
772,-10.05937,-11.84017,-15.1188,-14.6878
773,-9.346424,-11.54394,-14.77381,-14.71414
774,-8.297055,-11.45181,-14.05834,-15.20612
775,-7.145307,-11.3311,-13.39626,-15.73911
776,-6.868149,-10.74833,-12.90359,-16.60914
777,-6.370108,-10.11651,-12.88639,-16.879
778,-5.763767,-9.384935,-13.27741,-17.30727
779,-6.849729,-8.544447,-13.75786,-17.6407
780,-8.186932,-8.518778,-14.46821,-17.96897
781,-9.488767,-8.630899,-14.38383,-18.84482
782,-10.38165,-8.786483,-14.45122,-19.38405
783,-11.95055,-8.746716,-14.4138,-20.30894
784,-13.09494,-9.163967,-14.15444,-20.06827
785,-14.35604,-9.08822,-13.34135,-20.32257
786,-15.6038,-9.271073,-13.06232,-20.04141
787,-16.3964,-8.888257,-13.23931,-20.00661
788,-16.52246,-8.863513,-14.07253,-19.31186
789,-16.24994,-8.13815,-15.12413,-18.87709
790,-15.4695,-7.993991,-15.88829,-18.77051
791,-13.84665,-7.880668,-16.79496,-18.40242
792,-12.89777,-8.382313,-17.55099,-18.37064
793,-11.28585,-8.55759,-17.92673,-18.59237
794,-10.71076,-9.407998,-18.19733,-18.51694
795,-10.21665,-9.748511,-19.40324,-17.6907
796,-10.73148,-10.03074,-20.34561,-17.17236
797,-12.42659,-10.19012,-20.75133,-16.78002
798,-13.16819,-10.21165,-21.05618,-16.79398
799,-13.76956,-10.53519,-20.80851,-16.88171
800,-14.23612,-11.37731,-20.52214,-17.0922
801,-14.76443,-12.1107,-20.34388,-17.2479
802,-15.21058,-12.58049,-19.7945,-17.3561
803,-15.29688,-12.82048,-19.31508,-17.26854
804,-15.04614,-13.01274,-19.50241,-16.9824
805,-14.87078,-12.5434,-19.02432,-16.86965
806,-15.13777,-12.4531,-18.95243,-17.51448
807,-15.35671,-11.99245,-18.91776,-18.13727
808,-16.14213,-11.47577,-18.66324,-18.34416
809,-17.22329,-11.32788,-18.21321,-19.09433
810,-18.48489,-11.39802,-17.54641,-18.2938
811,-19.17971,-11.30109,-16.84812,-17.66143
812,-19.11664,-11.15348,-16.76109,-16.77656
813,-19.73991,-11.11232,-16.09719,-16.16815
814,-18.89765,-11.15949,-15.67595,-16.86477
815,-18.05845,-11.20907,-15.65812,-17.28333
816,-17.29391,-11.3213,-16.22877,-17.93639
817,-16.6946,-11.53005,-16.40648,-18.14981
818,-16.13955,-11.4261,-17.06009,-18.58659
819,-15.88579,-11.17523,-17.36185,-18.63512
820,-14.81688,-10.67342,-17.72014,-17.87307
821,-14.03855,-11.10476,-15.82364,-16.577
822,-13.25467,-10.73142,-16.3574,-16.40021
823,-13.32029,-10.56626,-16.99554,-16.06737
824,-13.52614,-10.115,-17.39675,-15.40368
825,-15.10824,-10.20273,-18.10651,-15.17616
826,-16.21025,-10.66492,-18.56618,-15.70772
827,-17.14563,-10.58111,-19.04307,-16.27648
828,-17.88964,-11.90353,-19.57892,-17.95315
829,-18.80087,-12.68546,-21.03508,-20.4371
830,-20.50037,-13.79073,-23.42916,-23.75024
831,-23.36553,-14.7082,-25.73463,-27.04457
832,-26.5377,-16.46765,-28.29549,-30.00448
833,-29.24375,-18.21477,-30.48875,-32.17979
834,-30.69869,-19.49012,-32.17051,-33.17253
835,-31.19374,-21.30205,-33.41557,-33.25342
836,-30.47272,-21.79463,-33.50129,-32.74018
837,-29.16693,-21.95611,-33.14064,-30.92674
838,-26.99793,-21.45281,-31.98853,-28.36815
839,-25.08749,-20.62538,-30.41843,-25.16939
840,-21.89552,-19.50839,-27.81084,-22.02228
841,-18.59239,-17.715,-25.02751,-19.22781
842,-15.2507,-16.21251,-21.54011,-17.09489
843,-11.25956,-14.78313,-18.05419,-14.21585
844,-6.51619,-12.62951,-14.63708,-10.57205
845,0.8295691,-10.94362,-12.04043,-3.315487
846,10.4025,-10.90412,-9.767958,5.405492
847,20.19086,-9.720867,-7.460826,14.32038
848,26.60116,-7.775599,-4.484467,24.17434
849,30.66277,-4.298253,1.490432,34.42716
850,36.98162,0.4125155,9.482478,42.8623
851,45.15311,6.106072,17.66035,49.74036
852,52.53643,11.15219,25.61225,55.15182
853,59.52304,15.56933,30.00471,59.83015
854,67.1335,19.25831,34.07711,64.08127
855,74.50565,21.34364,38.52806,67.90776
856,80.75311,24.21833,42.78466,71.08936
857,84.33994,26.77818,46.67714,73.08075
858,84.92091,29.68184,51.37775,74.25481
859,84.38632,33.11675,57.16554,74.89908
860,83.30027,36.85284,64.21951,75.99926
861,81.23892,41.11025,70.66898,77.21558
862,79.96855,45.92973,75.94585,78.46902
863,78.13193,50.63116,79.75701,80.34732
864,76.47474,54.37223,82.0985,80.46304
865,73.59966,58.02456,83.95831,78.87915
866,69.99641,61.28303,84.81894,75.53828
867,65.57758,63.74169,84.52579,70.13941
868,58.99112,65.43035,82.19162,63.5014
869,52.26802,65.51677,78.33448,56.68916
870,45.89283,64.15756,73.02058,50.11171
871,39.79206,61.05117,66.72749,44.1684
872,35.03237,56.56494,59.88784,38.91029
873,31.54108,51.05886,53.7912,35.04898
874,29.04681,45.30663,48.07304,31.82022
875,27.97872,39.71302,42.90246,30.20141
876,26.87603,34.86999,38.02622,29.27375
877,26.0256,30.23634,34.13282,29.22764
878,25.41512,26.29521,30.87675,30.03014
879,24.53498,22.33936,28.39733,29.75538
880,22.05139,19.32786,27.12812,28.51568
881,19.44147,16.51819,26.72198,25.88036
882,16.85454,14.13938,26.37525,23.00226
883,14.30357,12.64174,26.39768,19.5399
884,11.96239,11.62064,25.98041,16.1604
885,10.01093,11.21232,24.5597,12.95315
886,8.328638,10.65605,22.64872,11.02403
887,7.884582,9.659636,20.78786,9.856331
888,8.20702,8.345551,18.31003,10.0214
889,9.204109,7.156782,16.54646,10.06896
890,9.904513,6.013224,14.72158,10.53264
891,11.30923,4.876235,13.30101,10.37488
892,11.40208,3.486226,12.21032,9.682141
893,9.952676,2.253564,11.47694,8.637088
894,8.143805,1.374234,11.16392,6.649614
895,4.54328,0.8111572,10.93199,3.58962
896,1.513721,0.735783,10.89736,0.2240247
897,-0.8821224,1.034154,10.61582,-1.885383
898,-3.768968,1.208016,9.842591,-3.436264
899,-6.131544,0.839711,8.782599,-3.927028
900,-5.993504,1.274648,7.306295,-2.599516
901,-4.847379,1.203337,5.230587,-1.152218
902,-3.008669,1.074765,2.69384,0.4334643
903,-0.4905452,0.9923961,0.8530412,1.293329
904,1.642315,0.6702078,-0.4310415,6.93E-02
905,1.248711,0.1244293,-1.847842,-2.234431
906,-0.3902991,-1.164003,-3.072208,-4.308821
907,-3.368968,-3.008302,-3.626636,-6.198835
908,-7.114603,-4.439921,-3.486406,-7.942154
909,-10.27416,-5.48679,-2.541458,-10.16343
910,-12.63535,-6.242303,-1.139202,-12.28449
911,-13.54613,-6.69051,0.2701963,-14.24324
912,-14.10875,-6.652283,0.6779044,-15.43086
913,-14.35416,-6.292498,0.5643751,-16.00362
914,-13.915,-6.058029,-0.5066167,-16.06108
915,-13.09398,-5.82796,-2.204402,-15.01477
916,-12.61433,-6.395935,-4.260046,-14.62181
917,-12.06352,-6.689261,-5.917116,-14.13678
918,-12.02258,-8.034536,-7.668146,-13.86593
919,-12.16823,-8.927134,-9.547482,-13.77838
920,-12.30856,-10.13349,-10.79875,-14.23513
921,-12.9896,-11.65285,-11.89453,-14.87863
922,-13.70875,-12.27798,-12.77225,-14.98056
923,-15.02796,-13.12686,-13.83817,-15.86173
924,-16.13733,-13.4272,-14.515,-15.25342
925,-17.33069,-14.05171,-15.75596,-14.69325
926,-17.123,-14.61849,-16.36598,-13.84759
927,-16.39833,-14.90361,-17.08802,-13.56128
928,-14.91396,-15.11974,-17.55383,-12.54694
929,-13.57277,-15.50637,-18.25412,-12.03534
930,-11.88417,-15.48314,-17.90505,-12.08447
931,-10.73006,-15.74371,-17.93896,-11.7863
932,-10.53915,-15.527,-18.21679,-11.38786
933,-10.84146,-15.48425,-18.3544,-11.56312
934,-12.33528,-15.59014,-18.47833,-12.05199
935,-13.12925,-15.64902,-18.43366,-12.14342
936,-14.36608,-15.8476,-17.93896,-11.95825
937,-15.0136,-16.06614,-16.6172,-11.82241
938,-14.8172,-16.534,-16.11592,-12.49281
939,-14.21899,-16.88139,-15.18752,-12.28527
940,-13.22538,-17.02335,-14.52993,-12.55633
941,-12.35878,-16.74772,-14.57213,-12.62232
942,-11.15338,-15.82037,-14.62832,-12.86206
943,-11.42582,-14.79552,-14.69486,-13.6988
944,-11.66225,-14.03971,-15.11425,-14.84231
945,-13.10559,-13.53876,-15.15876,-16.09376
946,-15.19877,-13.41603,-14.89433,-16.88935
947,-16.89058,-13.61544,-13.99026,-17.49979
948,-18.29255,-13.69942,-13.35988,-17.95285
949,-19.33055,-13.99131,-13.26612,-17.83092
950,-20.34756,-14.21356,-13.62091,-17.65075
951,-20.00932,-14.37035,-14.21327,-17.24979
952,-20.16575,-14.54838,-14.60859,-16.795
953,-19.11405,-13.84001,-15.50904,-16.91476
954,-17.98107,-13.70925,-16.1375,-17.21933
955,-16.30982,-13.85119,-16.79826,-16.94174
956,-14.75535,-14.14821,-17.29942,-17.02869
957,-13.65541,-14.62866,-17.74532,-17.19591
958,-13.19539,-14.83521,-18.33272,-16.735
959,-13.64022,-14.64827,-18.94867,-17.1762
960,-14.05102,-15.0035,-19.93779,-16.86105
961,-14.43279,-14.99889,-20.41703,-16.88581
962,-15.37071,-15.44397,-21.35217,-16.85778
963,-16.31963,-16.10261,-21.07787,-16.35279
964,-17.15376,-16.74645,-20.7271,-15.95375
965,-16.71108,-17.26859,-20.33259,-16.10841
966,-16.27127,-17.06387,-19.90093,-16.63733
967,-15.56956,-17.25354,-19.53885,-17.24026
968,-15.83044,-17.35453,-19.52677,-17.95249
969,-16.27196,-17.53506,-19.37273,-19.03199
970,-16.67247,-18.07884,-19.28835,-19.69128
971,-17.09447,-17.21692,-18.95849,-19.95749
972,-17.66212,-16.92309,-18.54971,-20.16809
973,-18.01404,-16.0483,-18.10375,-19.89223
974,-18.60224,-15.36575,-17.50008,-20.07106
975,-19.21337,-15.0504,-17.47574,-19.8455
976,-19.26955,-14.79366,-17.35,-19.15191
977,-19.05326,-15.0499,-17.3994,-18.96374
978,-18.22786,-15.37598,-17.48924,-18.97048
979,-16.54556,-15.96329,-17.53435,-18.49908
980,-14.95819,-16.02844,-17.43148,-18.28174
981,-13.45828,-15.55325,-17.29846,-18.68746
982,-12.60008,-15.72815,-17.69164,-19.57991
983,-12.55836,-15.7459,-18.08192,-20.27688
984,-12.60389,-15.74545,-18.94974,-20.66732
985,-13.02087,-15.28386,-16.9491,-18.69694
986,-14.1722,-15.08556,-17.38044,-18.11074
987,-15.17614,-14.58839,-17.54033,-17.19215
988,-15.34729,-14.66473,-17.88454,-16.67051
989,-16.36872,-14.91637,-18.1696,-16.38914
990,-17.07559,-15.21114,-18.98419,-16.97273
991,-17.65103,-15.31736,-19.34819,-18.24562
992,-17.30374,-16.37137,-20.39751,-20.05708
993,-17.40295,-16.74562,-22.17373,-22.49867
994,-18.1532,-17.61247,-24.22151,-25.11082
995,-20.47832,-18.75229,-26.88227,-27.0576
996,-23.57732,-20.21592,-29.25957,-29.40567
997,-26.50169,-21.80382,-31.43345,-31.23007
998,-29.36261,-23.32869,-33.19259,-32.62873
999,-30.68209,-24.42214,-34.14069,-33.15972
1000,-30.30537,-24.67709,-34.85894,-32.70584
1001,-29.49698,-24.86325,-34.39339,-31.79821
1002,-27.67261,-24.53707,-33.35462,-29.59597
1003,-25.20782,-23.45296,-31.51116,-26.36279
1004,-21.98887,-22.62086,-29.02229,-22.6303
1005,-18.89363,-21.83374,-26.68504,-18.93263
1006,-15.39156,-21.30109,-23.8291,-16.57349
1007,-12.2146,-19.85316,-20.71435,-13.7243
1008,-8.343478,-18.37068,-17.3066,-9.556879
1009,-1.92793,-16.99179,-14.20486,-3.821784
1010,7.148895,-15.26672,-11.35042,4.796056
1011,18.59044,-13.18793,-9.282518,13.78807
1012,25.05187,-10.89032,-5.498456,23.75637
1013,29.1432,-8.186987,-0.1377443,33.3422
1014,35.9758,-4.154629,8.360453,42.25847
1015,44.3296,1.270423,17.05948,49.52234
1016,51.35781,6.053273,24.78065,55.80977
1017,58.1134,10.42889,29.81332,61.33808
1018,66.10535,14.3299,33.33018,65.46662
1019,68.63921,17.32613,37.4751,68.87861
1020,73.95336,20.26054,41.88548,71.41348
1021,77.48125,22.95648,46.10179,73.04721
1022,78.66091,25.89665,50.11043,74.18921
1023,78.42701,29.22452,55.34281,75.31833
1024,77.65813,32.14021,61.77666,76.11966
