CL_f1,CL_f2,CL_f3,CD_f1,CD_f2,CD_f3
0,0,0,94,37,11
0,0,0,93,62,50
0,0,0,36,26,33
0,0,0,56,0,64
0,0,0,85,29,74
0,0,0,86,37,88
0,0,0,64,35,62
0,0,0,74,3,70
0,0,0,89,4,67
0,0,0,93,59,79
0,0,0,96,75,70
0,0,0,89,49,83
0,0,0,85,58,72
0,0,0,91,21,80
0,0,0,87,9,86
0,0,0,85,55,75
0,0,0,93,59,75
0,0,0,88,68,87
0,0,0,92,78,85
0,0,0,93,86,83
0,0,0,93,72,86
0,0,0,92,21,83
0,0,0,92,28,60
0,0,0,88,50,75
0,0,0,78,49,71
0,0,0,94,75,55
0,0,0,96,81,72
0,0,0,84,69,77
0,0,0,86,92,54
0,0,0,43,33,63
0,0,0,11,14,68
0,0,0,0,0,89
0,0,0,0,0,82
0,0,0,0,2,78
0,0,0,0,0,62
0,0,0,0,0,36
0,0,0,0,0,5
0,0,0,0,26,0
0,0,0,0,0,12
0,0,0,0,0,24
0,0,0,0,0,71
0,0,0,0,0,60
0,0,0,0,52,65
0,0,0,0,27,83
0,0,0,0,55,60
0,0,0,0,81,82
0,0,0,0,81,80
0,0,0,0,54,86
0,0,0,0,50,77
0,0,0,0,49,80
0,0,0,0,0,63
0,0,0,0,12,70
0,0,0,0,1,41
0,0,0,0,0,54
0,0,0,0,16,24
0,0,0,0,10,67
0,0,0,0,49,76
0,0,0,0,51,88
0,0,0,0,52,71
0,0,0,0,43,83
0,0,0,0,0,86
0,0,0,0,55,74
0,0,0,0,37,45
0,0,0,84,45,63
0,0,0,90,81,75
0,0,0,83,75,36
0,0,0,85,82,63
0,0,0,90,73,45
0,0,0,88,83,53
0,4,0,81,83,58
0,0,0,87,83,54
0,20,0,94,58,71
0,4,0,84,87,12
0,11,0,89,77,17
0,0,0,91,31,50
0,0,0,79,75,70
0,0,0,17,74,60
0,0,0,17,63,63
0,0,0,71,81,71
26,0,0,88,59,64
13,0,0,88,74,43
0,0,0,98,81,58
0,0,0,87,76,43
0,0,0,90,61,66
0,0,0,88,60,57
0,0,0,90,80,66
0,0,0,88,75,34
0,0,0,96,60,0
0,0,0,89,0,0
0,0,0,95,37,0
0,0,0,86,48,0
0,0,0,58,18,0
0,0,0,76,33,0
0,0,0,89,38,0
0,0,0,90,20,0
0,0,0,88,1,2
0,0,0,76,16,57
0,0,0,50,6,37
0,0,0,88,88,60
0,0,0,88,75,66
0,0,0,83,81,52
0,0,0,13,65,59
0,0,11,0,86,57
0,0,0,0,77,58
0,0,0,0,77,50
0,0,0,0,89,60
0,0,0,0,43,39
0,0,0,0,43,65
0,0,0,0,57,54
0,0,0,0,17,61
0,0,0,0,82,54
0,0,0,0,77,35
0,0,0,0,77,64
0,0,0,0,85,54
0,0,0,0,78,60
0,0,0,0,57,68
0,0,0,0,72,50
0,0,0,0,40,54
0,0,0,0,2,2
0,0,0,0,0,14
0,0,0,10,0,0
0,0,0,63,0,0
0,0,0,89,0,0
0,0,0,83,0,0
0,0,0,72,0,0
0,11,6,86,0,0
0,59,26,90,0,0
0,48,0,91,0,0
0,0,0,94,0,0
0,0,0,93,0,0
0,0,6,83,0,0
0,0,0,68,3,0
0,53,5,14,0,0
0,68,0,88,11,0
0,0,6,87,6,0
0,0,1,85,34,0
0,0,5,92,67,0
0,0,0,90,82,0
0,0,2,89,70,0
0,0,26,87,84,0
0,0,0,77,74,40
0,0,0,86,88,0
0,0,0,94,53,3
0,0,0,92,0,0
0,0,0,84,0,31
0,0,0,88,0,0
0,0,19,85,0,0
0,0,0,82,0,0
0,0,26,36,0,0
0,0,64,0,0,0
0,0,68,18,0,0
0,0,66,0,0,0
0,0,6,12,0,0
0,0,31,0,0,22
0,0,0,10,0,71
0,0,0,7,0,70
0,0,0,76,0,45
0,0,0,86,0,62
0,0,0,90,0,65
0,0,0,87,0,57
0,0,0,82,0,25
0,0,0,85,0,60
0,0,0,89,0,48
0,0,0,88,0,46
0,0,0,86,0,53
0,0,0,90,0,50
0,0,0,82,0,56
0,0,0,88,0,36
0,0,0,80,0,53
0,0,0,91,0,54
0,0,0,84,0,42
0,0,0,91,0,64
0,0,0,79,0,54
0,0,0,92,0,42
0,0,0,90,0,56
0,0,0,90,0,39
0,0,0,94,0,60
0,0,0,87,0,46
0,0,0,82,0,30
0,0,0,41,0,34
0,0,0,17,0,42
0,0,0,0,0,35
0,0,0,0,0,64
0,0,0,0,0,72
0,0,0,0,0,47
0,0,0,0,0,18
0,0,0,0,0,52
0,0,0,0,0,42
0,0,0,0,0,53
0,0,0,0,0,49
0,0,0,0,0,35
0,0,0,0,0,39
0,0,0,0,29,61
0,0,0,0,69,64
0,0,0,0,36,39
0,0,0,0,11,60
0,0,0,0,40,49
0,0,0,0,8,32
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,46
0,0,0,0,0,56
0,0,0,0,0,38
0,0,0,0,28,68
0,0,0,0,11,61
0,0,6,7,37,51
0,0,0,0,40,73
0,0,0,0,6,46
0,0,0,0,32,54
0,0,0,0,72,63
0,0,0,0,80,56
0,0,0,0,13,77
0,0,0,73,12,54
0,0,7,91,32,69
0,0,29,85,9,11
0,0,24,87,0,23
0,0,42,87,0,0
0,0,74,89,4,24
0,11,48,86,13,59
0,0,45,86,2,65
0,0,27,87,16,83
0,0,23,40,74,84
0,0,37,75,85,85
0,0,40,90,76,62
0,6,50,89,48,82
0,5,22,84,32,45
0,4,41,86,52,55
0,0,58,86,52,60
0,0,50,93,42,68
0,5,43,69,8,68
0,37,19,27,10,66
0,7,22,0,21,28
0,24,21,0,0,55
0,37,5,0,58,0
0,37,0,0,64,0
0,39,0,0,63,0
0,33,5,8,94,0
0,32,11,52,90,31
0,16,1,82,55,57
0,63,0,83,0,69
0,49,0,89,0,69
0,0,0,89,17,43
0,0,0,85,0,44
0,0,0,89,0,50
0,0,0,83,0,74
0,0,0,75,0,84
0,50,0,58,0,69
0,80,0,83,2,77
0,45,0,85,0,80
0,40,0,85,0,83
0,71,0,84,9,71
0,46,0,84,80,42
0,31,0,78,87,18
0,0,0,68,71,52
0,0,0,92,0,62
0,3,0,92,0,69
0,47,0,88,12,75
0,77,0,78,6,78
0,56,0,89,12,75
0,4,0,83,20,84
0,0,0,89,47,79
0,52,0,89,49,81
0,54,0,87,73,81
0,69,0,96,92,54
0,0,0,90,77,58
0,5,0,81,25,65
0,64,0,84,12,60
0,76,0,81,0,51
0,16,0,66,0,68
0,0,10,24,21,74
0,0,0,48,53,49
0,6,0,82,69,64
0,6,0,87,32,53
0,42,0,90,62,57
0,76,0,90,71,53
0,48,0,85,75,48
0,0,0,83,39,47
0,0,0,81,38,67
0,0,0,87,77,81
0,0,0,89,80,68
0,0,0,69,84,75
0,0,0,69,52,65
0,0,0,78,0,42
0,0,0,88,30,53
0,0,0,84,61,54
0,0,0,92,81,47
0,0,0,88,79,61
0,0,0,89,71,52
0,0,0,90,74,79
0,0,0,67,77,40
0,0,0,73,30,42
0,0,0,83,33,67
0,0,3,84,51,57
0,0,0,88,52,71
0,0,0,90,86,57
0,0,0,85,80,66
0,0,0,92,82,70
0,0,0,82,70,48
0,0,0,91,59,52
0,0,0,85,6,56
0,0,0,78,18,60
0,0,0,85,24,65
0,0,0,82,7,65
0,0,5,81,46,59
0,0,0,60,70,65
0,0,0,37,23,56
0,0,0,41,69,42
0,0,0,15,76,46
0,0,0,23,93,55
0,0,3,41,70,58
0,0,0,45,88,57
0,0,16,43,29,61
0,0,0,71,0,36
0,0,12,76,0,45
0,0,0,87,0,0
0,0,33,91,6,0
0,0,74,87,22,0
0,0,58,90,0,0
0,0,17,88,0,45
0,0,0,90,0,6
0,0,0,88,0,35
0,0,0,81,8,63
0,0,0,89,41,73
0,0,0,77,11,58
0,0,0,81,0,62
0,0,0,78,24,88
0,0,0,87,15,62
0,0,0,92,10,55
0,0,0,89,68,67
0,0,0,88,69,81
21,0,0,92,89,56
18,0,0,90,78,45
0,0,0,91,50,48
0,0,0,90,12,51
0,0,0,91,0,54
0,0,0,90,0,84
29,0,0,93,0,78
34,0,0,80,0,88
0,0,0,89,0,68
0,0,0,59,0,30
19,0,0,70,0,72
40,0,0,48,0,50
25,0,0,74,0,65
0,0,0,71,6,48
0,0,0,61,45,66
0,0,0,60,11,57
0,0,0,51,28,63
0,0,0,72,0,59
0,0,0,77,30,57
0,0,0,72,0,68
0,0,0,80,0,86
0,0,0,68,0,66
0,0,0,47,0,50
0,0,0,38,0,73
0,0,0,26,0,62
0,0,0,58,0,73
0,0,0,17,0,65
0,0,0,51,0,81
0,0,0,50,0,75
15,0,0,54,0,81
1,0,0,64,0,81
14,0,0,75,0,70
18,0,0,42,0,74
0,0,0,63,0,61
0,0,0,69,0,67
15,0,0,51,0,46
64,0,0,73,3,48
70,0,0,80,0,56
58,0,0,81,0,62
47,0,0,79,0,16
63,0,0,67,0,42
70,0,0,81,0,79
49,0,0,73,0,78
24,0,0,73,0,55
39,0,0,81,0,50
49,0,0,82,0,70
0,0,0,81,0,56
0,0,0,89,0,44
9,0,0,59,0,60
0,0,0,79,0,28
0,0,0,75,0,0
0,0,0,12,0,37
0,0,0,44,0,31
0,0,0,67,0,0
21,0,0,84,0,0
3,0,0,80,0,46
0,0,0,85,0,71
23,0,0,66,0,80
36,0,0,82,0,67
0,0,0,91,0,64
0,0,0,91,0,56
0,0,0,94,0,38
0,0,0,92,0,26
0,0,0,84,0,28
0,0,0,89,0,71
0,0,0,92,0,83
0,0,0,72,0,56
0,0,0,87,0,74
0,0,0,88,0,79
0,0,0,88,0,51
0,0,0,85,0,44
0,0,0,88,0,0
0,0,0,89,22,34
0,0,0,90,5,57
0,0,0,70,0,44
0,0,0,81,0,42
0,0,0,69,0,68
0,0,0,4,0,36
0,0,0,81,0,71
0,0,0,86,0,68
0,0,0,87,0,74
0,0,0,88,0,83
0,0,0,94,0,69
0,0,0,88,0,60
0,0,0,87,0,37
0,0,0,91,0,68
0,0,0,30,0,84
0,0,0,6,0,70
0,0,0,20,0,67
0,0,0,75,0,49
0,0,0,71,0,62
0,0,0,75,0,48
0,0,0,81,0,55
0,0,0,85,0,73
0,0,0,93,0,79
0,0,0,94,0,71
0,0,0,82,0,53
0,0,0,88,0,37
0,0,0,83,0,40
0,0,0,83,0,80
0,0,0,80,0,57
0,0,0,86,0,57
0,0,0,88,0,59
0,0,0,92,0,72
0,0,0,89,0,81
0,0,0,85,0,80
0,0,0,88,0,82
0,0,0,77,0,70
0,0,0,82,0,64
0,0,0,89,0,58
0,0,0,75,0,68
0,0,0,28,0,79
0,0,0,23,0,83
0,0,0,87,0,89
0,0,0,85,28,82
0,0,0,87,21,79
0,0,0,93,35,88
0,0,0,87,22,80
0,0,0,71,63,78
0,0,0,85,77,85
0,0,0,89,67,82
0,0,0,95,21,61
0,0,0,87,29,57
0,0,0,86,27,32
0,0,0,65,78,49
0,0,0,94,60,57
0,0,0,85,56,71
0,0,0,82,75,67
0,0,0,76,82,32
0,0,0,85,52,24
0,0,0,90,49,0
0,0,0,82,68,5
0,0,0,97,78,85
0,0,0,83,19,63
0,0,0,88,33,51
0,0,0,84,47,63
0,0,0,79,28,73
0,0,0,91,24,28
0,0,0,86,0,0
0,0,0,84,0,3
0,0,0,76,0,0
0,0,0,83,41,30
0,0,0,88,48,70
0,0,0,80,83,60
0,0,0,90,81,56
0,0,0,88,86,67
0,0,0,83,38,38
0,0,0,93,35,65
0,0,0,68,0,82
0,0,0,86,13,71
0,0,0,89,34,68
0,0,0,87,0,78
0,0,0,78,0,76
0,0,0,89,0,60
0,0,0,89,11,58
0,0,0,87,58,78
0,0,0,88,74,53
0,0,0,85,82,54
0,0,0,90,84,55
0,0,0,81,35,46
0,0,0,71,10,67
0,0,0,81,0,60
0,0,0,48,0,60
0,0,2,21,0,71
0,0,5,64,0,50
0,0,0,29,0,66
0,0,7,0,0,75
0,0,0,46,0,71
0,0,0,30,0,71
0,0,0,23,14,51
0,0,0,80,0,32
0,0,0,62,0,54
0,0,0,90,0,47
0,0,0,82,32,59
0,0,0,92,55,37
0,0,0,89,17,49
0,0,0,84,64,59
0,0,0,87,24,55
0,0,0,85,0,25
0,0,0,89,0,22
0,0,0,74,0,0
0,0,0,40,15,7
2,0,0,66,57,10
0,0,0,30,83,17
0,0,0,73,88,8
0,0,0,49,49,15
0,0,0,77,60,30
0,0,0,89,2,8
0,0,0,48,0,6
32,0,0,58,0,10
18,0,0,35,0,79
52,0,0,64,44,44
0,0,0,71,8,51
0,0,0,71,0,63
0,0,0,64,0,59
0,0,0,86,0,63
0,0,0,69,0,49
0,0,0,89,6,85
0,0,0,76,55,86
0,0,0,57,49,78
0,0,0,47,47,57
27,0,0,62,38,65
0,0,0,52,69,75
0,0,0,73,30,75
0,0,0,69,8,73
0,0,0,51,0,89
0,0,0,71,0,79
0,0,0,77,0,64
0,0,0,78,0,81
0,0,0,74,0,60
0,0,0,92,0,58
0,0,0,86,12,52
0,0,0,93,0,60
0,0,0,94,19,67
0,0,0,91,0,69
0,0,0,89,14,69
0,0,0,90,42,79
0,0,0,91,78,77
0,0,0,42,53,46
0,0,0,49,37,59
15,0,0,38,42,64
0,0,0,84,45,62
0,0,0,95,35,59
0,0,0,91,35,73
8,0,0,88,82,61
0,0,0,83,77,43
0,0,0,86,88,40
8,0,0,92,71,0
31,0,0,92,77,0
65,0,0,88,41,0
67,0,0,88,50,0
78,0,0,89,55,0
10,0,0,98,33,0
0,0,0,90,73,0
0,0,0,94,48,0
0,0,0,86,47,0
0,0,0,91,52,0
0,0,0,94,20,0
0,0,0,91,8,0
0,0,0,79,0,0
0,0,0,67,12,0
0,0,0,93,0,0
0,0,0,91,7,0
0,0,0,92,16,0
0,0,0,93,10,0
0,0,0,90,27,0
0,0,0,90,36,37
0,0,0,84,35,53
0,0,0,84,24,44
0,0,0,53,52,76
0,0,0,45,75,69
0,0,0,55,73,77
21,0,0,80,38,62
0,0,0,80,47,27
0,0,0,50,72,0
0,0,0,70,68,0
0,0,0,0,60,0
0,0,0,0,57,0
0,0,0,0,52,0
0,0,0,0,68,39
0,0,0,33,65,43
0,0,0,68,69,45
0,0,0,92,80,43
0,0,0,92,89,21
0,0,0,89,80,69
0,0,0,88,81,61
0,0,0,78,3,69
0,0,0,84,0,44
0,0,0,91,0,76
0,0,0,77,10,46
0,0,0,85,2,84
0,0,0,89,69,59
0,0,0,74,83,69
4,0,0,81,82,58
26,0,0,21,64,82
56,0,0,5,71,82
19,0,0,0,68,68
19,0,0,9,67,55
0,0,0,8,49,64
0,0,0,66,74,60
0,0,0,63,55,62
0,0,0,71,63,71
0,0,0,57,61,66
0,0,0,32,42,62
0,0,0,68,43,47
0,0,0,53,13,78
13,0,0,72,29,90
0,0,0,89,77,73
0,0,0,72,88,78
15,0,0,88,84,72
0,0,0,69,84,71
16,0,0,95,89,77
26,0,0,81,94,63
22,0,0,85,88,60
53,0,0,78,87,79
14,0,0,78,83,74
23,0,0,81,85,75
0,0,0,87,65,80
22,0,0,87,64,71
19,0,0,87,82,53
41,0,0,86,92,60
8,0,0,81,84,74
0,0,0,85,81,51
0,0,0,73,88,56
0,0,0,76,62,74
10,0,0,65,74,80
38,0,0,61,80,75
29,0,0,74,93,76
0,0,0,90,88,50
36,0,0,83,90,55
37,0,0,77,96,60
7,0,0,89,89,39
0,0,26,67,85,38
0,0,8,21,79,59
0,0,0,57,83,55
0,0,0,87,82,64
0,0,0,87,35,56
0,0,0,93,12,41
0,0,0,89,25,64
0,0,0,80,18,60
0,0,0,88,70,73
0,0,0,86,75,49
0,0,0,93,90,0
0,0,0,93,78,23
0,0,0,82,92,0
0,0,0,90,86,0
0,0,0,84,78,0
0,0,0,90,88,29
0,0,0,87,79,64
0,0,0,87,85,51
0,0,0,86,87,70
0,0,0,79,83,57
0,0,0,91,85,73
0,0,0,87,62,69
0,0,0,85,84,72
0,0,0,38,87,66
0,0,0,40,76,8
0,0,0,73,53,0
0,0,0,65,82,0
0,0,0,79,85,0
0,0,0,87,92,0
0,0,0,93,96,0
0,0,0,94,83,0
25,0,0,90,83,0
34,0,0,92,80,16
0,0,0,87,79,6
0,0,0,92,77,0
0,0,0,87,86,0
0,0,0,86,87,14
0,0,0,93,81,61
0,0,0,81,82,73
0,0,0,86,85,49
0,0,0,87,89,76
0,0,0,87,70,35
0,0,0,80,87,0
0,0,0,83,78,0
0,0,0,93,83,11
0,0,0,70,72,47
0,0,0,89,79,72
0,0,0,87,77,58
0,0,0,83,87,44
0,0,0,91,85,55
0,0,0,85,87,58
0,0,0,91,81,67
0,0,0,80,83,62
0,0,0,86,95,68
0,0,0,85,92,51
0,0,0,63,74,11
0,0,0,45,84,0
0,0,0,82,73,21
0,0,0,76,78,11
0,0,0,83,83,33
0,0,0,95,83,31
0,0,0,86,82,76
0,0,0,89,90,65
0,0,0,83,90,30
0,0,0,92,91,79
0,0,0,93,87,25
0,0,0,85,86,60
0,0,0,87,85,37
0,0,0,86,15,58
0,0,0,90,0,60
0,0,0,90,0,69
0,0,0,86,0,64
0,0,0,82,0,27
0,0,0,84,14,33
0,0,0,81,8,62
0,0,0,92,31,6
0,0,0,78,71,45
0,0,0,66,62,29
0,0,0,71,54,58
0,0,0,82,59,30
0,0,0,88,33,63
0,0,0,63,73,47
0,0,0,92,69,54
0,0,0,88,79,60
0,0,0,82,76,54
0,0,0,81,80,70
0,0,0,78,79,71
0,0,0,70,77,70
0,0,0,82,16,67
0,0,0,94,62,59
0,0,0,91,80,33
0,0,0,86,92,49
0,0,0,88,75,78
21,0,0,90,76,48
17,0,0,86,77,47
16,0,0,91,75,62
0,0,0,86,93,65
0,0,0,84,83,70
0,0,0,92,77,54
5,0,0,86,91,39
4,0,0,86,62,47
8,0,0,83,79,56
0,0,0,86,83,46
0,0,0,84,82,66
0,0,0,90,73,34
0,0,0,84,78,34
0,0,0,89,71,74
0,0,0,85,77,74
3,0,0,79,91,72
2,0,0,90,73,70
0,0,0,85,81,68
0,0,0,86,88,80
0,0,0,84,86,83
0,0,0,82,85,71
0,0,0,87,81,80
0,0,0,83,77,74
0,0,0,93,71,88
0,0,0,89,88,73
34,0,0,89,89,72
0,0,0,86,88,83
20,0,0,88,83,71
18,0,0,93,90,75
51,0,0,91,87,71
17,0,0,79,87,71
37,0,0,91,89,80
0,0,0,87,91,64
21,0,0,90,86,41
37,0,0,88,89,0
60,0,0,78,87,0
22,0,0,78,84,0
60,0,0,92,80,42
75,0,0,85,73,48
14,0,0,89,83,57
22,0,0,90,90,78
28,0,0,82,76,64
70,0,0,68,79,49
85,0,0,92,86,63
23,0,0,93,84,53
78,0,0,97,91,48
63,0,0,91,83,31
55,0,0,82,93,73
5,0,0,81,91,62
8,0,0,82,93,54
29,0,0,93,94,46
77,0,0,85,77,68
42,0,0,92,85,67
0,0,0,88,83,58
0,0,0,85,84,68
0,0,0,70,88,78
0,0,0,83,66,74
0,0,0,91,52,69
0,0,0,87,81,79
22,0,0,85,85,69
53,0,0,91,92,62
62,0,0,80,90,69
82,0,0,87,94,57
62,0,0,78,91,54
49,0,0,85,86,66
34,0,0,96,93,84
0,0,0,84,87,86
10,0,0,87,79,64
33,0,0,91,91,76
41,0,0,86,87,66
0,0,0,79,81,60
35,0,0,89,67,69
0,0,0,89,86,44
0,0,0,93,86,71
0,0,0,76,88,67
0,0,0,75,69,78
5,0,0,58,77,62
0,0,0,68,85,55
0,0,0,80,82,65
0,0,7,83,82,72
17,0,0,92,81,55
3,0,0,81,81,76
26,0,0,91,75,65
23,0,0,90,32,81
30,0,0,89,2,80
27,0,0,92,75,63
16,0,0,92,56,56
6,0,0,92,85,76
0,0,0,85,78,73
0,0,0,90,90,54
24,0,0,61,48,75
0,0,0,69,64,52
7,0,0,73,8,63
36,0,0,91,0,66
29,0,0,83,29,80
47,0,0,83,79,77
42,0,0,81,87,60
57,0,0,69,86,69
61,0,0,88,91,63
3,0,0,69,85,68
0,0,0,86,80,44
0,0,0,82,87,55
0,0,0,77,88,42
0,0,0,79,78,33
0,0,0,73,79,41
0,0,0,73,76,18
0,0,0,76,86,38
0,0,0,86,94,81
0,0,0,96,79,69
0,0,0,84,88,78
0,0,0,95,80,69
0,0,0,90,47,34
0,0,0,92,61,67
0,0,0,91,86,57
0,0,0,87,93,34
0,0,0,75,89,69
0,0,0,89,91,71
0,0,0,91,88,75
0,0,0,93,97,77
17,0,0,82,79,83
4,0,0,95,85,84
0,0,0,89,48,86
0,0,0,88,87,71
0,0,0,90,80,78
0,0,0,86,93,84
0,0,0,87,79,62
9,0,0,81,70,66
9,0,0,88,78,83
0,0,0,88,80,79
0,0,0,88,52,79
0,0,0,86,87,58
0,0,0,85,82,36
0,0,0,86,89,50
38,0,0,81,82,36
7,0,0,45,70,56
0,0,0,63,23,66
0,0,0,87,25,55
0,0,0,82,79,53
0,0,0,91,89,53
0,0,0,92,92,45
6,0,7,79,84,82
9,0,3,72,80,86
25,0,0,66,88,52
45,0,0,68,88,69
22,0,0,70,58,86
23,0,0,63,66,78
9,0,0,94,84,82
0,0,0,91,86,76
1,0,0,87,89,68
13,0,0,87,80,78
3,0,0,85,42,61
8,0,0,58,9,10
19,0,0,65,27,14
9,0,0,63,2,0
1,0,0,54,42,0
0,0,0,65,39,0
0,0,0,53,31,50
0,0,0,31,35,19
0,0,0,11,31,27
25,0,0,30,66,67
24,0,0,71,37,70
0,0,0,79,22,81
0,0,0,78,5,72
0,0,7,85,0,68
14,0,3,88,39,61
27,0,0,77,12,7
0,0,0,71,16,0
48,0,5,65,3,0
0,0,0,53,0,0
0,0,0,70,0,0
0,0,0,75,52,29
0,0,0,60,92,42
0,0,0,64,71,19
0,0,5,87,82,0
0,0,0,86,95,0
0,0,0,91,88,0
0,0,0,91,80,0
0,0,0,80,88,0
0,0,0,88,86,0
0,0,0,91,65,18
0,0,0,91,48,59
0,0,0,80,43,58
0,0,0,95,79,35
0,0,0,85,89,33
3,0,0,83,83,64
5,0,0,80,88,85
0,0,0,91,89,67
0,0,0,88,68,50
0,0,0,76,84,0
0,0,0,83,88,58
0,0,0,87,94,52
21,0,0,85,92,53
28,0,0,94,87,77
42,0,0,82,87,35
3,0,0,88,74,46
40,0,0,88,83,85
12,0,5,84,89,74
22,0,39,86,90,66
0,0,56,94,86,56
0,0,36,84,77,37
72,0,66,87,87,45
69,0,17,72,76,72
54,0,17,84,69,68
5,0,30,67,74,63
0,0,2,81,87,55
0,0,59,79,95,52
0,0,19,85,83,69
15,0,27,82,90,83
19,0,42,84,82,66
0,0,0,75,86,60
0,0,0,87,84,50
0,0,26,80,66,62
54,0,62,88,53,48
88,0,29,83,84,69
51,0,54,93,77,42
68,0,50,84,78,41
51,0,0,81,65,42
66,0,0,81,76,62
49,0,0,65,83,56
4,0,0,71,81,74
0,0,0,69,85,60
0,0,0,74,75,75
0,0,0,78,75,72
0,0,0,81,89,54
0,0,0,85,83,36
0,0,0,75,82,51
0,0,0,75,93,66
0,0,0,75,91,73
0,0,0,87,87,58
0,0,34,90,88,92
0,0,29,91,55,72
0,0,53,81,58,66
0,0,43,88,64,64
0,0,42,91,48,89
0,0,23,85,23,64
0,0,34,96,43,29
0,0,0,88,62,40
0,0,6,75,79,57
0,0,0,83,80,57
0,0,0,87,81,60
0,0,0,93,88,66
0,0,14,66,83,68
0,0,53,90,89,73
0,0,30,75,87,80
0,0,23,96,87,58
0,0,50,84,85,72
0,0,24,90,84,55
0,0,34,93,84,44
0,0,0,86,82,37
0,0,3,46,87,71
0,0,0,73,85,62
0,0,5,90,80,64
0,0,0,79,88,69
0,0,0,89,73,77
0,0,0,84,71,51
0,0,0,70,87,42
0,0,11,52,83,0
0,0,0,73,77,22
0,0,0,67,80,11
0,0,0,61,84,5
0,0,0,43,94,55
0,0,0,17,74,49
0,0,0,76,68,48
0,0,5,75,58,22
0,0,0,82,65,0
0,0,1,69,39,0
0,0,43,71,36,36
0,0,43,94,43,69
0,0,41,80,14,80
0,0,35,86,47,78
0,0,26,79,40,71
0,0,25,76,18,69
0,0,0,70,64,81
12,0,0,62,49,76
15,0,3,66,65,70
0,0,9,92,77,67
5,0,0,90,82,63
35,0,27,86,85,80
23,0,0,86,80,75
1,0,0,85,83,80
0,0,0,81,84,50
0,0,0,80,82,51
0,0,0,59,77,64
0,0,0,78,75,55
0,0,0,60,75,49
0,0,0,51,91,77
0,0,0,46,91,63
0,0,0,40,85,72
0,0,0,75,91,66
0,0,0,80,82,77
0,0,0,81,79,69
0,0,0,88,80,62
0,0,4,85,69,75
0,0,19,88,75,67
0,0,0,90,60,68
0,0,15,87,59,79
0,0,0,86,66,71
0,0,59,84,54,69
0,0,4,90,59,80
0,0,49,84,66,71
0,0,13,73,88,72
0,0,6,61,66,90
0,0,41,71,92,77
0,0,60,73,79,91
0,0,40,77,91,79
0,0,5,90,85,88
0,0,0,67,91,83
0,0,34,85,91,82
0,0,34,78,88,58
0,0,26,70,85,77
0,0,24,83,57,70
0,0,55,71,47,76
0,0,56,68,43,70
0,0,83,62,71,82
0,0,58,82,67,70
0,0,19,78,88,84
0,0,17,89,91,85
0,0,8,86,86,84
0,0,8,83,81,85
0,0,4,89,85,83
0,0,14,87,61,54
0,0,37,83,75,64
0,0,53,90,89,79
0,0,63,90,90,65
12,0,41,84,87,72
0,0,45,92,72,67
0,0,48,87,73,68
0,0,0,85,62,85
0,0,0,70,71,50
0,0,0,90,91,37
0,0,11,91,92,62
0,0,0,93,88,3
0,0,0,92,75,0
0,0,0,79,86,54
0,0,10,72,77,43
0,0,3,69,74,73
0,0,13,82,83,56
0,0,20,80,82,47
0,0,49,77,85,69
0,0,0,86,78,55
0,0,4,89,90,65
0,0,0,91,82,46
0,0,0,86,86,68
0,0,0,84,80,53
0,0,0,88,83,30
0,0,0,89,82,70
0,0,25,81,83,78
0,0,64,80,73,67
0,0,57,86,50,67
12,0,25,89,81,67
0,0,20,83,62,50
0,0,0,84,75,71
0,0,18,86,76,65
0,0,24,91,87,47
0,0,77,89,78,63
0,0,71,86,73,51
0,0,47,94,79,64
0,0,38,79,61,41
0,0,73,88,70,43
0,0,65,78,88,0
0,0,20,82,85,48
0,0,0,88,87,71
0,0,0,81,92,53
0,0,19,83,80,43
0,0,6,84,83,77
0,0,44,91,69,62
0,0,31,82,65,58
0,0,19,85,55,59
0,0,28,84,82,73
0,0,23,54,85,55
0,0,0,66,96,63
0,0,3,79,70,50
0,0,22,85,74,47
0,0,46,86,84,62
0,0,0,90,76,42
0,0,52,86,87,51
0,0,47,87,89,41
0,0,54,79,82,31
0,0,65,91,87,26
0,0,54,80,69,30
0,0,57,79,16,40
0,0,70,88,0,56
0,0,80,95,20,62
0,0,27,87,0,64
0,0,3,84,10,74
0,0,3,94,0,59
0,0,0,85,36,55
0,0,0,88,86,81
0,0,8,90,54,79
0,0,58,82,88,69
0,0,0,62,72,71
0,0,33,74,80,77
0,0,6,93,77,58
0,0,44,91,89,75
0,0,0,91,83,74
0,0,2,84,84,66
0,0,50,84,82,75
0,0,36,66,84,63
0,0,59,80,81,51
0,0,63,83,80,63
0,0,30,88,74,62
0,0,46,86,91,41
0,0,51,81,75,29
0,0,0,87,87,53
0,0,42,93,87,55
0,0,56,89,88,64
0,0,59,83,92,33
0,0,12,88,83,37
0,0,2,89,67,64
0,0,10,86,80,58
0,0,0,92,85,76
0,0,2,83,86,82
0,0,37,78,83,72
0,0,40,69,43,67
0,0,11,95,50,75
0,0,12,88,33,64
0,0,36,95,52,73
0,0,64,80,39,64
0,0,81,72,23,73
0,0,38,82,36,55
0,0,11,73,26,66
0,0,12,77,60,67
0,0,0,80,78,81
0,0,11,81,85,64
0,0,12,88,83,67
0,0,0,73,85,49
0,0,2,79,89,62
0,0,3,74,73,67
