CL_f1,CL_f2,CL_f3,CD_f1,CD_f2,CD_f3
0,1,0,50,78,0
0,0,0,79,83,0
0,9,0,89,80,0
0,0,0,61,52,0
0,0,0,69,84,0
0,0,0,86,82,0
0,0,0,87,86,0
0,0,0,90,84,0
0,0,0,88,60,0
0,0,0,94,38,0
0,0,0,88,63,0
0,21,0,73,68,0
0,12,0,88,71,0
0,13,2,81,81,0
0,0,0,85,88,0
0,0,0,82,84,0
0,0,0,86,81,0
0,0,0,66,85,0
0,0,0,62,82,0
0,0,0,91,88,0
0,0,0,82,83,0
0,0,0,78,84,0
0,0,3,78,77,0
0,0,23,90,86,0
0,0,55,83,80,0
0,0,22,64,69,0
0,0,0,87,70,0
0,0,23,91,73,0
0,0,0,90,89,0
0,9,0,44,86,0
0,3,0,0,84,0
0,0,0,0,88,0
0,0,0,0,84,0
0,29,0,0,66,0
0,61,0,0,87,0
0,3,0,0,91,0
0,0,0,35,81,0
0,14,0,0,66,0
0,30,0,0,64,0
0,42,0,0,76,0
0,41,0,6,84,0
0,39,0,41,91,0
0,24,0,47,84,0
0,43,0,55,82,0
0,72,0,38,74,0
0,2,0,41,70,0
0,8,0,15,61,0
0,47,0,53,67,0
0,60,0,78,66,0
0,27,0,53,71,0
0,9,0,68,40,0
0,0,0,47,66,0
0,0,0,41,38,0
0,0,0,21,47,0
0,12,0,50,10,0
0,7,0,63,5,0
0,0,0,33,74,0
0,0,0,0,48,0
0,0,0,33,33,0
0,0,0,44,66,0
0,0,0,50,25,0
0,0,0,21,47,0
0,0,0,70,62,0
0,0,11,62,64,0
0,0,68,0,70,0
0,0,51,50,62,0
0,0,33,9,83,0
0,7,23,18,77,0
0,0,0,46,88,0
0,0,0,82,83,0
0,0,0,77,86,0
0,0,0,84,88,0
0,0,0,82,87,0
0,0,0,85,86,0
0,0,0,68,80,0
0,0,0,92,82,0
0,0,0,83,84,0
0,0,0,80,84,0
0,0,0,74,86,0
0,0,0,85,88,0
0,0,0,81,84,0
0,0,0,85,80,0
0,0,0,84,65,0
0,0,0,70,66,0
0,0,0,3,70,0
0,0,0,72,76,0
0,0,50,83,81,0
0,0,39,87,76,0
0,0,81,87,24,0
0,0,41,93,22,0
0,0,4,82,0,0
0,0,7,90,9,0
0,0,47,89,5,0
0,0,13,70,18,0
0,0,0,68,30,0
0,0,46,83,60,0
0,0,37,86,59,0
0,0,48,70,43,0
0,0,7,44,57,0
0,0,16,74,74,0
0,0,0,75,75,0
0,0,0,79,77,0
0,0,5,88,61,0
0,0,14,91,79,0
0,0,25,86,81,0
0,0,0,76,85,0
0,0,5,84,73,0
0,0,0,86,92,0
0,0,0,89,72,0
0,0,0,82,81,0
0,0,0,85,87,0
0,0,0,86,78,0
0,0,0,82,80,0
0,0,0,90,74,0
0,0,0,85,81,0
0,0,0,78,91,0
0,0,0,89,77,0
0,0,0,88,90,0
0,0,0,70,85,0
0,0,0,94,78,0
0,0,0,86,82,0
0,0,0,82,74,0
0,0,0,94,87,0
0,0,0,84,92,0
0,0,0,85,86,0
0,0,0,78,71,0
0,0,0,60,83,0
0,0,0,67,89,0
0,0,0,81,82,0
0,0,0,89,76,0
0,0,0,96,89,0
0,0,0,82,90,0
0,0,0,74,67,0
0,0,0,89,81,0
0,0,0,79,82,0
0,0,0,86,79,0
0,0,0,91,81,0
0,0,0,93,90,0
0,0,0,79,80,0
0,0,0,91,79,0
0,0,0,84,77,0
0,0,0,78,64,0
0,0,0,81,45,0
0,0,0,92,73,0
0,0,0,80,85,0
0,0,0,87,78,0
0,0,0,75,79,0
0,0,0,88,90,0
0,0,0,86,81,0
0,0,0,85,75,0
0,0,0,88,85,0
0,0,0,90,86,0
0,0,0,82,69,0
0,0,0,86,69,0
0,0,0,90,80,0
0,0,0,86,86,0
0,0,0,79,79,0
0,0,0,77,85,0
0,0,0,60,81,0
0,0,0,65,77,0
0,0,0,69,67,0
0,0,0,83,44,0
0,0,0,54,32,0
0,0,0,84,42,0
17,0,0,83,47,0
1,0,0,39,49,0
0,0,0,43,89,0
0,0,0,61,73,0
58,0,0,22,85,0
24,0,0,2,85,0
0,0,0,4,37,0
0,0,0,72,29,0
0,0,0,50,23,0
0,0,0,60,19,0
0,0,0,70,0,0
0,0,0,65,18,0
0,0,0,60,60,13
0,0,0,81,90,43
0,0,0,77,82,45
0,0,0,77,91,18
0,0,0,96,79,36
0,0,0,84,85,0
0,0,0,72,81,0
0,0,0,86,79,0
0,0,0,83,90,0
0,0,0,93,83,0
0,0,0,88,89,0
0,0,0,88,80,0
0,0,0,95,84,0
0,0,0,87,82,0
0,0,0,87,82,0
0,0,0,73,79,0
0,0,0,84,90,0
0,0,0,74,85,0
0,0,0,69,85,0
0,0,0,81,87,0
0,0,0,64,77,0
0,0,0,58,87,0
0,0,0,79,66,0
0,0,0,76,66,0
0,0,0,77,82,0
0,0,0,77,75,0
0,0,0,69,68,0
0,0,0,86,88,0
0,0,0,68,85,0
0,0,0,73,74,0
6,0,0,72,62,0
0,0,0,84,59,0
0,0,0,76,77,0
0,0,0,81,90,0
0,0,0,90,82,0
30,0,0,85,89,0
27,0,0,78,87,0
29,0,0,86,90,33
52,0,0,81,87,58
46,0,0,85,88,67
49,0,0,82,83,73
15,0,0,89,92,58
0,0,0,46,81,57
0,0,0,0,88,65
0,0,0,0,87,39
0,0,0,10,83,50
0,0,0,43,87,66
0,0,0,3,87,36
0,0,0,62,74,69
0,0,0,87,86,75
0,0,0,90,81,67
0,0,0,76,92,69
0,0,0,56,76,53
0,0,0,73,80,0
0,0,0,59,74,0
0,0,0,61,89,0
0,0,0,79,85,5
0,0,0,69,79,79
0,0,0,73,87,51
0,0,0,81,80,0
0,0,0,71,88,0
0,0,0,71,89,0
0,0,0,78,81,20
0,0,0,88,70,55
8,0,0,89,83,82
0,0,0,90,77,65
0,0,0,79,73,40
0,0,0,89,87,47
0,0,0,81,84,74
0,0,0,75,82,61
0,0,0,78,79,65
0,0,0,80,80,65
0,0,0,84,85,67
0,0,0,67,85,58
0,0,0,81,87,69
0,0,0,92,81,42
0,0,0,89,66,69
0,0,0,87,80,47
0,0,0,82,87,38
6,0,0,81,85,37
9,0,0,82,89,53
28,0,0,80,77,69
0,0,0,83,81,30
0,0,0,85,95,11
0,0,0,52,93,51
0,0,0,71,84,18
0,0,0,84,75,12
0,0,0,74,79,0
0,0,0,76,88,0
0,0,0,85,82,0
11,0,0,80,88,23
0,0,0,74,89,42
0,0,0,89,83,34
0,0,0,62,84,39
0,0,0,60,78,0
0,0,0,78,79,0
0,0,0,76,77,0
0,0,0,87,85,0
0,0,0,61,87,0
0,0,0,78,86,13
0,0,0,94,83,41
0,0,0,89,66,78
0,0,0,86,90,74
0,0,0,76,42,59
0,0,0,34,4,87
0,0,0,21,14,65
0,0,0,68,13,70
0,0,0,64,0,57
0,0,0,44,0,27
0,0,0,68,42,33
0,0,0,81,72,46
0,0,0,65,71,59
0,0,0,67,81,83
0,0,0,81,82,74
0,0,0,92,93,36
36,0,0,85,82,73
1,0,0,94,81,62
0,0,0,85,82,74
44,0,0,83,86,55
0,0,0,87,85,57
0,0,0,86,88,19
0,0,0,86,85,42
0,0,0,88,83,86
0,0,0,88,85,76
15,0,0,94,86,88
38,0,0,90,84,82
22,0,0,58,68,88
53,0,0,80,60,64
47,0,0,76,88,70
45,0,0,53,87,57
0,0,0,83,92,41
20,0,0,60,86,49
24,0,0,80,86,63
10,0,0,78,87,70
0,0,0,73,89,75
0,0,0,51,75,81
3,0,0,74,80,78
0,0,0,66,88,82
10,0,0,77,85,64
32,0,0,72,79,92
61,0,0,70,92,78
81,0,0,67,83,84
67,0,0,78,85,82
58,0,0,77,73,73
44,0,0,84,87,69
63,0,0,69,73,48
51,0,0,63,74,69
29,0,0,82,80,64
16,0,0,75,72,68
15,0,0,76,54,62
14,0,0,67,52,65
30,0,0,76,70,85
17,0,0,86,66,60
0,0,0,82,66,56
0,0,0,86,86,64
0,0,0,88,74,59
0,0,0,80,78,81
12,0,0,53,79,62
0,0,0,71,77,74
0,0,0,66,87,64
0,0,0,87,68,70
0,0,3,67,41,57
0,0,0,68,38,60
55,0,0,64,61,66
19,0,0,79,73,78
0,0,0,82,77,75
14,0,0,89,80,53
0,0,0,88,59,67
0,0,0,92,73,74
0,0,0,77,95,61
4,0,0,81,90,64
15,0,0,74,81,75
10,0,0,89,90,61
0,0,0,85,82,77
0,0,0,87,81,54
0,0,0,89,76,21
0,0,0,93,87,20
0,0,0,82,79,20
0,0,0,86,0,30
0,0,0,92,32,53
0,0,0,91,31,56
0,0,0,80,83,3
0,0,0,74,90,41
0,0,4,75,90,58
0,0,23,76,84,66
0,0,0,76,86,47
0,0,0,65,89,80
0,0,0,87,83,66
0,0,0,85,86,46
0,10,0,91,78,53
0,0,0,87,80,56
0,0,0,93,6,68
0,0,0,87,30,67
0,0,0,66,52,50
0,0,0,79,49,56
0,0,0,82,87,18
0,0,0,77,83,4
0,0,0,83,84,0
2,0,0,83,86,77
0,0,0,92,73,47
0,0,0,95,80,55
16,0,0,89,66,77
26,0,0,78,90,63
0,0,0,93,84,60
29,0,0,87,81,65
42,0,0,86,92,85
32,0,0,77,71,81
0,0,0,62,82,75
0,0,0,87,71,80
0,0,0,82,77,74
0,0,0,91,95,70
25,0,0,80,84,70
19,0,0,90,90,89
33,0,0,84,89,89
44,0,0,81,90,70
8,0,0,90,90,67
69,0,0,88,93,69
79,0,0,84,86,47
66,0,0,89,71,68
70,0,0,88,86,72
69,0,0,82,86,44
74,0,0,89,84,45
74,0,0,94,85,52
60,0,0,90,84,65
65,0,0,86,86,81
69,0,0,82,88,66
17,0,0,60,81,61
0,0,0,78,74,56
0,0,0,56,64,53
0,0,0,71,80,62
0,0,0,70,86,50
0,0,0,58,78,68
0,0,0,70,94,47
0,0,0,45,69,31
0,0,0,60,88,51
0,0,0,68,80,63
0,0,0,69,54,59
0,0,0,86,40,51
0,0,0,83,44,67
0,0,0,71,60,69
0,0,0,76,47,64
0,0,0,76,50,69
0,0,0,70,62,70
0,0,0,84,73,50
0,0,0,81,82,41
0,0,0,79,71,72
0,0,0,88,84,64
0,0,0,67,91,54
0,0,0,88,81,67
0,0,0,55,84,83
0,0,0,67,63,0
0,0,0,86,78,0
0,0,0,85,60,0
0,0,0,82,71,71
0,0,0,71,61,87
0,0,0,81,79,86
0,0,0,68,92,39
0,0,0,83,79,14
0,0,0,75,56,0
0,0,0,80,67,0
0,0,0,79,82,0
0,0,0,78,92,0
0,0,0,83,82,58
0,0,0,61,72,62
0,0,0,63,67,55
0,0,0,75,91,67
0,0,0,41,78,75
0,0,0,78,80,57
0,0,0,62,87,71
0,0,0,45,85,67
0,0,0,67,74,62
0,0,0,77,88,82
0,0,0,61,90,90
0,0,0,76,89,61
0,0,0,75,79,57
0,0,0,70,80,75
0,0,0,38,90,78
0,0,0,43,91,76
0,0,0,86,85,0
0,0,0,86,75,0
0,0,0,60,80,10
0,0,0,79,87,52
0,0,0,73,78,76
0,0,0,75,88,68
0,0,0,86,66,60
0,0,0,87,64,78
0,0,0,85,82,55
0,0,0,83,85,68
0,0,0,77,89,2
0,0,0,81,77,0
0,0,0,85,89,0
0,0,0,68,81,0
0,0,0,40,90,0
0,0,0,82,84,0
0,0,0,73,83,20
0,0,0,67,81,28
0,0,0,83,82,26
0,0,0,83,89,65
0,0,0,79,87,22
0,0,0,86,89,0
0,0,0,85,82,23
0,0,0,84,91,69
0,0,0,73,92,0
0,13,0,75,74,0
0,0,0,62,89,0
0,0,0,49,89,0
0,0,0,53,75,0
13,0,0,69,88,0
0,0,0,68,80,0
0,0,0,85,90,12
0,0,0,95,86,82
0,0,0,84,52,60
0,0,0,85,11,61
0,0,0,88,36,63
0,0,0,80,36,83
0,0,0,89,54,63
0,0,0,85,51,66
0,2,0,82,58,82
0,9,0,75,39,76
0,0,0,85,66,81
0,0,0,88,61,68
0,0,0,89,37,74
0,0,0,84,24,50
0,0,0,61,51,47
0,0,0,87,43,13
0,0,0,88,40,65
0,0,0,87,16,67
0,0,0,84,53,53
0,0,0,92,37,54
0,0,0,89,26,55
0,0,0,75,0,38
0,0,0,68,0,65
0,0,0,50,54,43
0,0,0,45,62,49
0,0,0,79,60,67
0,0,0,34,80,63
0,0,0,75,83,15
0,0,0,91,87,0
0,0,0,81,83,0
0,0,0,86,75,36
0,0,0,83,31,58
0,0,0,86,82,58
0,0,0,82,82,59
0,0,0,96,90,9
0,0,0,91,90,71
0,0,0,81,88,49
0,0,0,92,88,83
0,0,0,89,88,68
0,0,0,87,86,69
0,0,0,90,80,77
0,0,0,62,80,14
0,0,0,81,78,15
0,0,0,89,69,63
0,0,0,88,83,89
0,0,0,78,77,66
0,0,0,63,72,79
0,0,0,84,79,90
0,0,0,89,92,76
0,0,0,89,83,77
0,0,0,83,90,61
0,0,0,82,88,73
0,0,0,84,76,58
0,0,0,84,81,68
0,0,0,92,88,76
0,0,0,85,90,70
0,0,0,86,69,1
0,0,0,88,77,0
0,0,0,86,83,0
0,0,0,95,83,0
0,0,0,87,86,0
0,6,0,88,70,0
0,16,0,74,86,77
0,0,0,80,81,72
0,0,0,77,89,76
0,0,0,51,89,84
0,0,0,70,85,81
0,0,0,83,88,69
0,0,0,72,85,50
0,0,0,72,87,40
0,0,0,75,89,54
0,0,0,91,71,0
0,0,0,83,78,40
0,0,0,63,88,41
0,0,0,84,88,74
0,0,0,79,88,21
0,0,0,82,89,0
0,0,0,92,81,0
0,0,0,78,82,0
0,0,0,79,84,54
0,0,0,74,85,54
0,0,0,72,73,50
0,0,0,71,83,50
0,0,0,72,88,41
0,0,0,94,84,56
0,0,0,89,84,36
0,0,0,86,81,27
0,0,0,72,90,40
0,0,0,90,91,7
0,0,0,90,67,56
0,0,0,85,9,7
0,0,0,88,49,77
0,0,0,88,68,72
0,0,0,83,64,72
0,0,0,82,86,84
0,0,0,84,82,76
0,0,0,79,77,7
0,0,0,84,71,0
0,0,0,30,79,0
0,0,0,70,81,0
0,0,0,85,61,0
0,0,0,90,43,0
0,0,0,82,81,0
0,0,0,80,85,0
0,33,0,82,87,0
0,0,0,88,56,0
0,0,0,55,81,0
0,0,0,60,92,0
0,0,0,79,87,0
0,0,0,90,94,0
0,0,0,83,88,0
0,0,0,85,87,0
0,0,0,86,89,0
0,0,0,81,80,3
0,0,0,89,84,55
0,0,0,89,83,30
0,0,0,89,74,17
0,0,0,88,84,42
0,0,0,85,79,48
0,0,0,83,79,26
0,0,0,47,57,0
0,0,0,74,0,46
16,0,0,65,0,10
0,0,0,68,0,58
0,0,0,66,2,83
0,0,0,71,78,70
0,0,0,64,86,65
0,0,0,68,77,56
0,0,0,47,67,71
0,0,0,78,94,45
9,0,0,63,81,58
0,0,0,80,84,50
0,0,0,65,88,0
0,0,0,68,83,27
0,0,0,70,80,12
0,0,0,75,85,19
0,0,0,82,86,38
0,0,0,73,79,0
0,0,0,81,79,55
0,0,0,72,60,37
0,0,0,93,63,53
0,0,0,78,91,59
0,0,0,78,77,51
0,0,0,89,89,53
0,0,0,81,77,72
0,0,0,83,70,39
0,0,0,82,70,55
0,12,0,70,75,35
0,0,0,76,71,31
0,0,0,82,71,12
0,0,0,86,71,0
0,8,0,83,90,0
0,8,4,93,82,0
0,0,0,78,89,3
0,0,0,71,84,33
0,0,0,85,88,49
0,39,0,85,83,28
0,0,0,79,75,42
0,0,18,79,88,11
0,0,0,72,81,43
0,0,0,86,88,21
0,5,0,80,87,60
0,14,0,71,83,5
0,0,0,91,86,0
0,0,0,85,86,0
0,15,0,81,79,0
0,9,0,69,81,0
0,3,0,42,78,0
0,0,0,73,73,30
0,2,0,76,87,2
0,0,0,63,85,0
0,5,0,82,86,0
0,0,0,87,84,0
0,0,0,88,78,0
0,0,0,63,76,0
0,0,0,94,71,0
0,5,0,90,84,34
0,0,0,66,68,42
0,0,0,56,63,62
0,0,0,73,80,56
0,0,0,87,83,20
0,0,0,83,80,0
0,0,0,81,83,0
0,0,0,76,79,0
0,0,0,83,85,0
0,0,0,78,93,0
0,43,0,79,87,0
0,75,0,71,83,0
0,5,0,80,85,0
7,0,0,84,85,0
36,35,0,83,79,0
8,46,0,94,72,0
0,24,0,54,77,0
0,0,0,63,80,0
0,0,0,39,59,0
0,0,0,45,59,0
0,0,0,75,58,0
0,0,0,83,76,0
0,0,0,68,83,0
0,0,0,71,82,0
5,0,0,83,88,0
0,0,0,71,93,0
5,0,0,76,85,0
19,0,0,60,76,0
0,0,0,80,87,0
0,0,0,86,81,0
15,0,0,87,76,0
0,0,0,84,65,0
0,0,0,90,89,0
25,0,0,75,87,0
18,0,0,60,91,0
15,8,0,46,92,0
0,0,0,23,84,0
0,0,0,47,91,0
0,0,0,76,86,0
20,0,0,48,79,0
7,0,0,85,86,0
31,0,0,70,56,0
0,0,0,88,52,0
0,0,0,85,85,0
0,0,0,82,82,0
0,0,0,81,76,0
0,0,0,71,82,0
0,0,2,84,88,0
0,0,0,88,82,0
6,0,0,69,87,0
0,0,0,61,77,0
8,0,0,75,89,0
0,0,0,69,87,0
0,0,0,69,91,0
0,0,0,84,87,0
0,0,0,68,51,0
0,0,0,81,52,0
0,0,0,78,73,0
3,0,0,74,30,0
0,0,0,89,74,0
0,0,0,72,76,0
0,0,0,71,69,0
0,0,0,75,77,0
36,0,0,73,87,0
5,0,0,82,87,0
0,0,0,69,90,0
13,0,0,88,85,0
0,0,0,82,92,0
3,0,0,73,89,0
9,0,0,63,89,0
25,0,0,52,91,0
0,0,0,66,78,0
7,0,0,70,90,0
4,0,0,51,92,0
0,0,0,77,93,0
0,0,0,46,76,0
0,0,0,35,77,0
0,0,0,44,86,0
0,0,0,46,81,0
8,0,0,83,85,0
0,0,0,77,83,0
0,0,0,80,84,0
0,0,0,60,94,0
0,0,0,68,65,0
0,0,0,69,81,0
0,0,0,77,86,0
0,0,0,92,83,0
0,0,0,85,81,0
0,0,0,77,79,0
0,0,0,59,76,0
0,0,0,54,81,0
0,0,0,63,92,0
0,0,0,69,90,0
3,0,0,72,83,0
22,0,0,80,74,0
0,0,0,85,82,0
0,0,0,83,83,0
0,0,0,79,79,0
0,0,0,75,81,0
0,0,0,74,65,0
0,0,0,53,87,0
0,0,0,83,75,0
0,0,0,79,72,0
0,0,0,75,62,0
0,0,0,74,90,0
0,0,0,74,84,0
0,0,0,78,82,0
0,0,0,31,84,0
0,0,0,0,82,0
0,0,0,12,81,0
0,0,0,46,87,0
0,0,0,79,82,0
0,0,0,80,27,0
0,0,0,81,17,0
0,0,0,66,9,0
0,0,0,37,14,0
0,0,0,60,12,0
0,0,12,57,38,0
0,0,2,82,28,0
0,0,0,48,18,0
0,0,0,73,11,0
0,0,0,58,40,0
0,0,0,78,23,0
0,0,0,85,37,0
0,0,0,69,59,0
0,0,0,68,56,0
0,0,0,58,48,0
0,0,0,82,69,0
0,0,0,61,71,0
0,0,0,74,78,0
0,0,0,77,71,0
0,0,0,79,84,0
0,0,0,75,86,0
0,0,0,70,73,0
0,0,0,27,79,0
0,0,0,74,81,0
0,0,0,75,88,0
0,0,0,87,66,0
0,0,0,64,86,0
0,0,0,73,84,0
0,0,0,75,79,0
0,0,0,80,68,0
0,0,0,56,77,0
0,0,0,51,91,0
0,0,0,76,77,0
0,0,0,74,89,0
0,0,0,72,75,0
0,0,0,61,83,0
0,0,0,78,68,0
0,0,0,79,18,0
0,0,0,80,80,0
0,0,0,82,71,0
0,0,0,55,82,0
0,0,0,61,89,0
0,0,0,55,88,0
0,0,0,66,87,0
0,0,0,0,80,0
0,0,0,8,84,0
0,0,0,80,89,0
0,0,0,77,93,0
0,0,0,52,78,0
0,0,0,43,85,0
0,0,0,48,64,0
0,0,0,61,62,0
0,0,0,49,62,0
0,0,0,63,64,0
0,0,0,78,85,0
0,0,0,88,88,0
0,0,0,68,69,0
0,0,0,87,21,0
0,0,0,66,81,0
0,7,0,64,66,0
0,26,0,71,79,0
0,10,0,68,78,0
0,0,0,73,74,0
0,0,0,62,71,0
0,0,0,86,86,0
0,0,0,85,84,0
0,0,0,80,83,0
0,0,0,82,79,0
0,0,0,83,93,0
0,0,0,71,87,0
0,0,0,78,88,0
0,0,0,72,70,0
0,0,0,79,69,0
0,0,0,78,90,0
0,0,0,60,88,0
0,0,0,77,80,0
0,0,0,76,66,0
0,0,0,68,44,0
0,0,0,86,62,0
0,0,0,83,65,0
0,0,0,20,55,0
0,0,0,0,62,0
0,0,0,0,42,0
0,0,0,4,61,0
0,0,0,71,50,0
0,0,0,65,49,0
0,0,0,80,74,0
0,0,0,59,69,0
0,0,0,77,79,0
0,0,0,88,91,0
0,0,0,71,76,0
0,0,0,70,87,0
0,0,0,78,86,0
0,0,0,83,82,0
0,0,0,45,84,0
0,0,0,66,82,0
0,0,0,62,87,0
0,0,0,34,72,0
0,0,0,1,83,0
0,0,0,12,84,0
0,0,0,0,91,0
0,0,0,0,72,0
0,0,0,20,86,0
0,0,0,35,80,0
0,0,0,0,75,0
0,0,0,0,63,0
0,0,0,0,62,0
0,0,0,0,61,0
0,0,0,0,87,0
0,0,0,28,84,0
0,0,0,88,81,0
0,0,0,60,88,0
0,0,0,0,85,0
0,0,0,15,81,0
0,0,0,73,87,0
0,0,0,79,73,0
0,0,0,81,88,0
0,0,0,74,74,0
0,0,2,59,81,0
0,0,0,73,86,0
0,0,0,76,82,0
0,0,0,81,84,0
0,0,0,92,92,0
0,0,0,79,91,0
0,0,0,79,85,0
0,0,0,80,87,0
0,0,0,79,81,0
0,0,0,77,61,0
0,0,0,79,88,0
0,0,0,73,73,0
0,0,0,72,72,0
0,0,0,81,84,0
0,0,0,83,88,0
0,0,0,89,86,0
0,0,0,66,83,0
0,0,0,77,85,0
0,0,0,86,89,0
0,0,0,81,85,0
0,0,0,86,84,0
0,0,0,92,89,0
0,0,0,66,91,0
0,0,0,83,91,0
0,0,0,73,97,0
0,0,0,82,93,0
0,0,0,80,82,0
0,0,0,82,92,0
0,0,0,77,74,0
0,0,0,82,80,0
0,0,0,88,82,0
0,0,0,83,81,0
0,0,0,66,85,0
0,0,0,73,94,0
0,0,0,67,89,0
0,0,0,74,85,0
0,0,0,78,87,0
0,0,0,89,85,0
0,0,0,83,89,0
0,0,0,75,85,0
0,0,0,82,84,0
0,0,0,65,84,0
0,0,0,79,82,0
0,0,0,95,89,0
0,0,0,81,91,0
0,0,0,88,89,0
0,0,0,90,89,0
0,0,0,83,87,0
0,0,0,84,87,0
0,0,0,81,89,0
0,0,0,91,87,0
0,0,0,88,82,0
0,0,0,82,84,0
0,0,0,83,86,0
0,0,0,78,85,0
0,0,0,80,88,0
0,0,0,87,87,0
2,0,0,86,69,0
0,0,0,72,88,0
0,0,0,70,80,0
0,0,0,77,93,0
0,0,0,84,87,0
0,0,0,70,88,0
0,0,0,73,71,0
0,0,0,85,92,0
0,0,0,84,88,0
5,0,0,75,90,0
20,0,0,81,87,0
45,0,0,71,81,0
45,0,0,72,53,0
42,0,0,69,84,0
0,0,5,73,71,0
38,0,0,82,40,0
36,0,0,87,64,0
25,5,26,88,82,0
24,29,0,64,66,0
0,26,0,82,25,0
0,34,0,91,50,0
0,8,4,89,77,0
0,10,5,94,90,0
0,0,0,82,79,0
0,0,0,69,88,0
0,0,0,88,86,0
0,0,4,87,56,0
0,0,0,57,82,0
0,0,0,77,88,0
0,0,0,84,87,0
0,0,0,84,91,0
0,0,5,90,92,0
0,0,0,87,88,0
0,0,0,91,87,0
0,0,0,84,92,0
0,0,0,78,89,0
0,0,0,85,95,0
0,18,0,86,90,0
0,49,0,86,88,0
0,25,0,83,94,0
0,16,0,89,77,0
0,0,0,79,84,0
0,0,0,75,93,0
0,0,0,60,88,0
5,0,0,77,90,0
17,0,0,75,97,0
0,0,0,71,72,0
5,0,0,61,74,0
12,0,0,79,73,0
0,10,0,51,81,0
0,14,0,14,84,0
3,0,0,41,77,0
0,34,0,62,89,0
0,27,16,88,75,0
0,0,50,86,87,0
0,0,2,89,83,0
0,0,0,82,80,0
0,17,0,70,86,0
0,72,0,85,75,0
16,47,55,82,70,0
10,38,58,69,63,0
0,7,21,89,78,0
0,27,0,89,95,0
0,62,74,69,82,0
0,68,55,67,87,0
0,36,47,70,91,0
0,30,3,90,89,0
0,3,0,86,82,0
0,22,0,85,76,0
0,12,0,84,84,0
0,2,0,90,82,0
32,18,0,85,88,0
0,45,0,54,92,0
7,32,5,16,77,0
11,34,6,56,25,0
7,25,30,53,31,0
0,9,66,82,94,0
0,4,28,82,92,0
0,25,7,59,80,0
0,39,0,77,46,0
9,17,0,72,3,0
0,0,0,59,0,0
0,44,0,88,21,0
0,4,0,88,66,0
5,35,0,87,78,0
4,9,0,86,64,0
0,14,0,66,84,0
0,18,0,63,91,0
0,22,3,85,85,0
0,2,0,64,84,0
0,12,0,68,82,0
0,13,0,76,94,0
0,16,0,43,89,0
0,18,1,77,81,0
0,12,0,82,77,0
0,14,0,83,88,0
0,53,0,83,70,0
0,27,0,92,90,0
23,26,0,76,77,0
0,20,0,75,84,0
0,7,0,84,88,0
0,7,0,87,88,0
0,6,0,86,81,0
0,27,0,95,89,0
0,2,0,86,89,0
0,25,0,86,85,0
0,18,0,83,87,0
0,0,0,83,72,0
0,0,0,80,69,0
0,0,0,94,85,0
0,0,0,78,84,0
0,0,0,78,81,0
0,0,0,76,77,0
6,11,0,79,80,0
0,5,2,91,72,0
0,19,21,78,80,0
0,47,5,85,81,0
0,27,0,94,80,0
0,0,0,89,64,0
0,0,0,84,84,0
0,0,3,88,89,0
0,5,12,84,64,0
0,19,0,90,30,0
0,0,0,88,27,0
0,2,0,83,75,0
0,21,0,63,12,0
0,0,0,91,70,0
0,25,10,76,88,0
0,30,0,78,76,0
0,46,0,73,78,0
0,84,0,83,68,0
10,71,0,86,69,0
0,77,0,43,88,0
0,65,0,0,87,0
0,91,0,43,80,0
0,80,0,18,89,0
0,74,0,35,86,0
0,71,0,71,82,0
0,53,0,57,84,0
0,44,0,68,65,0
0,54,0,73,80,0
0,81,0,89,54,0
0,5,0,67,67,0
6,54,0,55,68,0
12,30,0,79,91,0
0,0,0,83,90,0
5,0,0,82,86,0
42,0,0,79,79,0
0,0,0,85,81,0
23,0,6,76,83,0
11,0,19,84,81,0
10,0,38,93,76,0
71,0,2,70,87,0
38,12,9,86,85,0
42,55,0,90,89,0
64,15,0,88,83,0
31,0,0,93,85,0
38,35,0,90,92,0
0,6,4,90,82,0
0,0,7,85,61,0
8,0,0,75,85,0
0,18,0,80,89,0
0,0,0,84,90,0
0,0,0,74,84,0
0,0,0,67,80,0
12,0,0,74,86,0
14,0,0,77,92,0
21,0,0,77,93,0
0,0,0,86,82,0
0,0,0,91,89,0
0,0,0,84,80,0
0,0,0,94,69,0
0,0,0,92,86,0
0,25,0,83,81,0
0,0,0,93,86,0
0,0,0,81,88,0
0,0,0,94,93,0
0,0,1,89,91,0
0,0,2,89,79,0
0,30,3,64,92,0
0,0,0,85,79,0
0,0,0,82,86,0
0,0,0,91,90,0
0,0,0,83,82,0
0,0,23,88,87,0
0,0,0,88,81,0
0,0,0,80,76,0
0,0,0,79,80,0
0,0,0,79,85,0
0,0,0,61,80,0
0,4,0,8,81,0
0,0,0,3,77,0
0,0,12,12,63,0
0,0,0,63,43,0
0,0,0,67,28,0
0,0,0,80,0,0
0,0,0,88,4,0
0,16,0,85,6,0
0,0,0,85,52,0
0,0,0,91,82,0
0,0,0,92,74,0
0,0,0,90,82,0
0,0,0,92,84,0
0,10,0,82,82,0
0,0,0,89,84,0
0,0,0,85,88,0
0,0,0,80,77,0
0,0,0,89,88,0
0,0,0,78,79,0
0,0,0,83,74,0
0,0,0,79,89,0
0,0,0,81,81,0
0,0,0,90,71,0
0,0,0,86,63,0
0,0,0,96,83,0
